aedes-aegypti-3.2	AAEL013140-PA	CLIPA	2e-67
aedes-aegypti-3.2	AAEL001077-PA	CLIPA	6.2e-67
aedes-aegypti-3.2	AAEL007796-PA	CLIPA	1.5e-66
aedes-aegypti-3.2	AAEL007109-PA	CLIPA	8.8e-66
aedes-aegypti-3.2	AAEL002582-PA	CLIPA	1.2e-64
aedes-aegypti-3.2	AAEL000225-PA	CLIPA	1.2e-64
aedes-aegypti-3.2	AAEL002124-PA	CLIPA	1.6e-64
aedes-aegypti-3.2	AAEL006434-PA	CLIPA	6.4e-64
aedes-aegypti-3.2	AAEL018345-PA	CLIPA	1.6e-63
aedes-aegypti-3.2	AAEL012797-PA	CLIPA	1.4e-62
aedes-aegypti-3.2	AAEL010267-PA	CLIPA	1.6e-62
aedes-aegypti-3.2	AAEL014570-PA	CLIPA	3e-62
aedes-aegypti-3.2	AAEL015109-PA	CLIPA	3.2e-62
aedes-aegypti-3.2	AAEL002128-PA	CLIPA	4.5e-62
aedes-aegypti-3.2	AAEL005093-PA	CLIPA	1.4e-60
aedes-aegypti-3.2	AAEL018285-PA	CLIPA	1.7e-60
aedes-aegypti-3.2	AAEL007514-PA	CLIPA	2.1e-60
aedes-aegypti-3.2	AAEL002880-PA	CLIPA	2.2e-60
aedes-aegypti-3.2	AAEL018346-PA	CLIPA	2.5e-60
aedes-aegypti-3.2	AAEL006586-PA	CLIPA	6.3e-60
aedes-aegypti-3.2	AAEL018250-PA	CLIPA	7.8e-60
aedes-aegypti-3.2	AAEL002997-PA	CLIPA	9.4e-60
aedes-aegypti-3.2	AAEL005645-PA	CLIPA	9.5e-60
aedes-aegypti-3.2	AAEL014567-PA	CLIPA	5.9e-59
aedes-aegypti-3.2	AAEL009192-PA	CLIPA	1.1e-58
aedes-aegypti-3.2	AAEL011349-PA	CLIPA	1.5e-58
aedes-aegypti-3.2	AAEL006568-PB	CLIPA	2.1e-58
aedes-aegypti-3.2	AAEL006568-PA	CLIPA	2.7e-58
aedes-aegypti-3.2	AAEL017003-PA	CLIPA	9.3e-58
aedes-aegypti-3.2	AAEL017555-PA	CLIPA	9.3e-58
aedes-aegypti-3.2	AAEL000038-PA	CLIPA	1e-57
aedes-aegypti-3.2	AAEL005064-PA	CLIPA	2.8e-57
aedes-aegypti-3.2	AAEL014139-PA	CLIPA	3.7e-57
aedes-aegypti-3.2	AAEL017003-PB	CLIPA	6.1e-57
aedes-aegypti-3.2	AAEL000037-PA	CLIPA	6.6e-57
aedes-aegypti-3.2	AAEL003610-PA	CLIPA	2e-56
aedes-aegypti-3.2	AAEL007517-PA	CLIPA	3.4e-56
aedes-aegypti-3.2	AAEL000099-PA	CLIPA	8e-56
aedes-aegypti-3.2	AAEL000028-PA	CLIPA	9.5e-56
aedes-aegypti-3.2	AAEL007519-PA	CLIPA	1.1e-55
aedes-aegypti-3.2	AAEL007511-PA	CLIPA	1.1e-55
aedes-aegypti-3.2	AAEL010655-PA	CLIPA	3.5e-55
aedes-aegypti-3.2	AAEL007107-PA	CLIPA	6e-55
aedes-aegypti-3.2	AAEL011991-PA	CLIPA	6.6e-55
aedes-aegypti-3.2	AAEL000760-PA	CLIPA	1.5e-54
aedes-aegypti-3.2	AAEL003243-PA	CLIPA	1.5e-54
aedes-aegypti-3.2	AAEL000224-PA	CLIPA	1.5e-54
aedes-aegypti-3.2	AAEL000074-PA	CLIPA	3.1e-54
aedes-aegypti-3.2	AAEL007508-PA	CLIPA	3.2e-54
aedes-aegypti-3.2	AAEL006161-PB	CLIPA	7.3e-54
aedes-aegypti-3.2	AAEL003253-PA	CLIPA	1.4e-53
aedes-aegypti-3.2	AAEL005060-PA	CLIPA	1.7e-53
aedes-aegypti-3.2	AAEL014140-PB	CLIPA	2e-53
aedes-aegypti-3.2	AAEL004885-PA	CLIPA	4e-53
aedes-aegypti-3.2	AAEL001178-PA	CLIPA	1.2e-52
aedes-aegypti-3.2	AAEL014724-PA	CLIPA	1.4e-52
aedes-aegypti-3.2	AAEL003628-PA	CLIPA	2.2e-52
aedes-aegypti-3.2	AAEL014140-PA	CLIPA	5.4e-52
aedes-aegypti-3.2	AAEL012780-PA	CLIPA	1.4e-51
aedes-aegypti-3.2	AAEL014137-PA	CLIPA	1.5e-51
aedes-aegypti-3.2	AAEL008003-PA	CLIPA	2.8e-51
aedes-aegypti-3.2	AAEL006576-PB	CLIPA	3e-51
aedes-aegypti-3.2	AAEL006576-PA	CLIPA	3.3e-51
aedes-aegypti-3.2	AAEL015432-PA	CLIPA	4e-51
aedes-aegypti-3.2	AAEL014349-PA	CLIPA	7e-51
aedes-aegypti-3.2	AAEL003614-PA	CLIPA	1.5e-50
aedes-aegypti-3.2	AAEL009843-PA	CLIPA	4.7e-50
aedes-aegypti-3.2	AAEL005648-PA	CLIPA	1.2e-49
aedes-aegypti-3.2	AAEL005431-PA	CLIPA	2.3e-49
aedes-aegypti-3.2	AAEL014004-PA	CLIPA	3.1e-49
aedes-aegypti-3.2	AAEL006585-PA	CLIPA	4e-49
aedes-aegypti-3.2	AAEL002273-PA	CLIPA	4.9e-49
aedes-aegypti-3.2	AAEL007969-PB	CLIPA	8.9e-49
aedes-aegypti-3.2	AAEL006674-PA	CLIPA	1.5e-48
aedes-aegypti-3.2	AAEL007597-PA	CLIPA	6.4e-48
aedes-aegypti-3.2	AAEL008378-PA	CLIPA	6.6e-48
aedes-aegypti-3.2	AAEL007818-PA	CLIPA	7.5e-48
aedes-aegypti-3.2	AAEL007818-PB	CLIPA	7.8e-48
aedes-aegypti-3.2	AAEL016971-PA	CLIPA	1.1e-47
aedes-aegypti-3.2	AAEL007597-PB	CLIPA	1.2e-47
aedes-aegypti-3.2	AAEL011593-PA	CLIPA	2.7e-47
aedes-aegypti-3.2	AAEL009554-PA	CLIPA	3.3e-47
aedes-aegypti-3.2	AAEL004996-PA	CLIPA	3.3e-47
aedes-aegypti-3.2	AAEL012956-PA	CLIPA	4.9e-47
aedes-aegypti-3.2	AAEL003632-PA	CLIPA	5.8e-47
aedes-aegypti-3.2	AAEL004948-PA	CLIPA	8.4e-47
aedes-aegypti-3.2	AAEL006414-PA	CLIPA	1.3e-46
aedes-aegypti-3.2	AAEL014571-PA	CLIPA	1.4e-46
aedes-aegypti-3.2	AAEL012953-PA	CLIPA	3.1e-46
aedes-aegypti-3.2	AAEL003625-PA	CLIPA	3.5e-46
aedes-aegypti-3.2	AAEL007102-PA	CLIPA	7.8e-46
aedes-aegypti-3.2	AAEL006168-PA	CLIPA	2.1e-45
aedes-aegypti-3.2	AAEL003060-PA	CLIPA	2.1e-45
aedes-aegypti-3.2	AAEL004518-PA	CLIPA	2.3e-45
aedes-aegypti-3.2	AAEL010270-PA	CLIPA	2.6e-45
aedes-aegypti-3.2	AAEL014354-PA	CLIPA	2.6e-45
aedes-aegypti-3.2	AAEL006689-PA	CLIPA	2.7e-45
aedes-aegypti-3.2	AAEL014188-PA	CLIPA	4.3e-45
aedes-aegypti-3.2	AAEL018159-PA	CLIPA	6.3e-45
aedes-aegypti-3.2	AAEL007593-PA	CLIPA	6.5e-45
aedes-aegypti-3.2	AAEL013712-PA	CLIPA	7.7e-45
aedes-aegypti-3.2	AAEL013707-PA	CLIPA	8e-45
aedes-aegypti-3.2	AAEL010196-PA	CLIPA	8.4e-45
aedes-aegypti-3.2	AAEL003631-PA	CLIPA	8.7e-45
aedes-aegypti-3.2	AAEL006425-PA	CLIPA	1.5e-44
aedes-aegypti-3.2	AAEL013703-PA	CLIPA	1.8e-44
aedes-aegypti-3.2	AAEL013476-PA	CLIPA	2.2e-44
aedes-aegypti-3.2	AAEL000086-PA	CLIPA	2.5e-44
aedes-aegypti-3.2	AAEL007601-PA	CLIPA	3e-44
aedes-aegypti-3.2	AAEL012028-PA	CLIPA	3.1e-44
aedes-aegypti-3.2	AAEL005748-PA	CLIPA	3.2e-44
aedes-aegypti-3.2	AAEL011375-PA	CLIPA	4.5e-44
aedes-aegypti-3.2	AAEL013284-PA	CLIPA	5.9e-44
aedes-aegypti-3.2	AAEL012712-PA	CLIPA	9.1e-44
aedes-aegypti-3.2	AAEL013427-PA	CLIPA	9.3e-44
aedes-aegypti-3.2	AAEL013715-PA	CLIPA	1.1e-43
aedes-aegypti-3.2	AAEL006371-PA	CLIPA	1.2e-43
aedes-aegypti-3.2	AAEL005753-PA	CLIPA	1.2e-43
aedes-aegypti-3.2	AAEL013245-PA	CLIPA	1.7e-43
aedes-aegypti-3.2	AAEL006147-PA	CLIPA	1.9e-43
aedes-aegypti-3.2	AAEL006700-PA	CLIPA	2e-43
aedes-aegypti-3.2	AAEL006418-PA	CLIPA	2.1e-43
aedes-aegypti-3.2	AAEL004540-PA	CLIPA	2.7e-43
aedes-aegypti-3.2	AAEL013299-PA	CLIPA	3e-43
aedes-aegypti-3.2	AAEL006692-PA	CLIPA	3.1e-43
aedes-aegypti-3.2	AAEL010866-PA	CLIPA	5.7e-43
aedes-aegypti-3.2	AAEL011553-PA	CLIPA	6.6e-43
aedes-aegypti-3.2	AAEL009774-PA	CLIPA	7.1e-43
aedes-aegypti-3.2	AAEL010202-PA	CLIPA	8.5e-43
aedes-aegypti-3.2	AAEL006429-PA	CLIPA	9.4e-43
aedes-aegypti-3.2	AAEL011622-PA	CLIPA	9.7e-43
aedes-aegypti-3.2	AAEL013713-PA	CLIPA	9.8e-43
aedes-aegypti-3.2	AAEL013283-PA	CLIPA	1.1e-42
aedes-aegypti-3.2	AAEL006703-PA	CLIPA	1.7e-42
aedes-aegypti-3.2	AAEL008093-PA	CLIPA	1.9e-42
aedes-aegypti-3.2	AAEL008934-PA	CLIPA	2.4e-42
aedes-aegypti-3.2	AAEL014387-PA	CLIPA	2.4e-42
aedes-aegypti-3.2	AAEL007602-PA	CLIPA	2.5e-42
aedes-aegypti-3.2	AAEL005689-PA	CLIPA	2.6e-42
aedes-aegypti-3.2	AAEL011549-PA	CLIPA	2.6e-42
aedes-aegypti-3.2	AAEL004524-PA	CLIPA	2.9e-42
aedes-aegypti-3.2	AAEL009558-PA	CLIPA	2.9e-42
aedes-aegypti-3.2	AAEL011616-PA	CLIPA	4.1e-42
aedes-aegypti-3.2	AAEL006903-PA	CLIPA	7.1e-42
aedes-aegypti-3.2	AAEL007106-PA	CLIPA	8.9e-42
aedes-aegypti-3.2	AAEL013623-PA	CLIPA	1e-41
aedes-aegypti-3.2	AAEL000059-PA	CLIPA	1.3e-41
aedes-aegypti-3.2	AAEL010195-PA	CLIPA	2.4e-41
aedes-aegypti-3.2	AAEL014005-PA	CLIPA	2.6e-41
aedes-aegypti-3.2	AAEL007596-PA	CLIPA	5e-41
aedes-aegypti-3.2	AAEL014595-PA	CLIPA	6.5e-41
aedes-aegypti-3.2	AAEL011891-PA	CLIPA	9.4e-41
aedes-aegypti-3.2	AAEL002177-PA	CLIPA	1.3e-40
aedes-aegypti-3.2	AAEL010867-PA	CLIPA	1.3e-40
aedes-aegypti-3.2	AAEL005823-PA	CLIPA	1.4e-40
aedes-aegypti-3.2	AAEL000190-PA	CLIPA	1.5e-40
aedes-aegypti-3.2	AAEL008668-PA	CLIPA	1.8e-40
aedes-aegypti-3.2	AAEL009689-PA	CLIPA	3.7e-40
aedes-aegypti-3.2	AAEL006696-PA	CLIPA	4e-40
aedes-aegypti-3.2	AAEL012087-PA	CLIPA	4.2e-40
aedes-aegypti-3.2	AAEL008206-PA	CLIPA	4.2e-40
aedes-aegypti-3.2	AAEL012852-PA	CLIPA	6.2e-40
aedes-aegypti-3.2	AAEL002276-PA	CLIPA	7.1e-40
aedes-aegypti-3.2	AAEL008221-PA	CLIPA	1.4e-39
aedes-aegypti-3.2	AAEL011889-PA	CLIPA	2e-39
aedes-aegypti-3.2	AAEL011889-PB	CLIPA	2e-39
aedes-aegypti-3.2	AAEL001234-PA	CLIPA	2.1e-39
aedes-aegypti-3.2	AAEL015638-PA	CLIPA	2.7e-39
aedes-aegypti-3.2	AAEL003219-PA	CLIPA	2.7e-39
aedes-aegypti-3.2	AAEL008202-PA	CLIPA	3.3e-39
aedes-aegypti-3.2	AAEL013281-PA	CLIPA	3.8e-39
aedes-aegypti-3.2	AAEL006253-PA	CLIPA	4.5e-39
aedes-aegypti-3.2	AAEL017475-PA	CLIPA	1.1e-38
aedes-aegypti-3.2	AAEL011913-PA	CLIPA	1.2e-38
aedes-aegypti-3.2	AAEL011919-PA	CLIPA	1.2e-38
aedes-aegypti-3.2	AAEL008207-PA	CLIPA	1.3e-38
aedes-aegypti-3.2	AAEL008203-PA	CLIPA	1.4e-38
aedes-aegypti-3.2	AAEL011624-PB	CLIPA	1.9e-38
aedes-aegypti-3.2	AAEL012030-PA	CLIPA	2e-38
aedes-aegypti-3.2	AAEL015439-PA	CLIPA	2.6e-38
aedes-aegypti-3.2	AAEL008085-PA	CLIPA	2.8e-38
aedes-aegypti-3.2	AAEL012713-PA	CLIPA	3.3e-38
aedes-aegypti-3.2	AAEL008217-PA	CLIPA	3.4e-38
aedes-aegypti-3.2	AAEL008208-PA	CLIPA	3.4e-38
aedes-aegypti-3.2	AAEL006151-PA	CLIPA	3.7e-38
aedes-aegypti-3.2	AAEL006430-PA	CLIPA	4e-38
aedes-aegypti-3.2	AAEL002347-PA	CLIPA	4.1e-38
aedes-aegypti-3.2	AAEL006594-PA	CLIPA	4.2e-38
aedes-aegypti-3.2	AAEL003279-PA	CLIPA	4.9e-38
aedes-aegypti-3.2	AAEL007992-PA	CLIPA	6.1e-38
aedes-aegypti-3.2	AAEL006598-PA	CLIPA	6.7e-38
aedes-aegypti-3.2	AAEL006260-PA	CLIPA	7.5e-38
aedes-aegypti-3.2	AAEL013628-PA	CLIPA	9e-38
aedes-aegypti-3.2	AAEL011917-PA	CLIPA	1.1e-37
aedes-aegypti-3.2	AAEL016975-PA	CLIPA	1.1e-37
aedes-aegypti-3.2	AAEL008904-PA	CLIPA	1.3e-37
aedes-aegypti-3.2	AAEL006384-PA	CLIPA	2.2e-37
aedes-aegypti-3.2	AAEL015465-PA	CLIPA	2.6e-37
aedes-aegypti-3.2	AAEL015528-PA	CLIPA	2.9e-37
aedes-aegypti-3.2	AAEL008218-PA	CLIPA	4.2e-37
aedes-aegypti-3.2	AAEL008767-PA	CLIPA	5.2e-37
aedes-aegypti-3.2	AAEL002360-PA	CLIPA	5.5e-37
aedes-aegypti-3.2	AAEL007993-PA	CLIPA	8.2e-37
aedes-aegypti-3.2	AAEL006123-PA	CLIPA	1.6e-36
aedes-aegypti-3.2	AAEL008097-PA	CLIPA	1.9e-36
aedes-aegypti-3.2	AAEL006365-PA	CLIPA	1.1e-35
aedes-aegypti-3.2	AAEL006382-PA	CLIPA	2e-35
aedes-aegypti-3.2	AAEL012711-PA	CLIPA	2.4e-35
aedes-aegypti-3.2	AAEL008782-PA	CLIPA	2.4e-35
aedes-aegypti-3.2	AAEL009853-PA	CLIPA	3e-35
aedes-aegypti-3.2	AAEL008784-PA	CLIPA	4.5e-35
aedes-aegypti-3.2	AAEL015085-PA	CLIPA	5.3e-35
aedes-aegypti-3.2	AAEL000253-PA	CLIPA	6.4e-35
aedes-aegypti-3.2	AAEL006403-PA	CLIPA	6.5e-35
aedes-aegypti-3.2	AAEL006902-PA	CLIPA	8.4e-35
aedes-aegypti-3.2	AAEL003308-PA	CLIPA	8.4e-35
aedes-aegypti-3.2	AAEL012799-PA	CLIPA	1e-34
aedes-aegypti-3.2	AAEL008196-PA	CLIPA	1.1e-34
aedes-aegypti-3.2	AAEL011916-PA	CLIPA	1.1e-34
aedes-aegypti-3.2	AAEL006368-PA	CLIPA	1.2e-34
aedes-aegypti-3.2	AAEL006136-PA	CLIPA	1.3e-34
aedes-aegypti-3.2	AAEL008215-PA	CLIPA	1.4e-34
aedes-aegypti-3.2	AAEL011888-PA	CLIPA	5e-34
aedes-aegypti-3.2	AAEL015087-PA	CLIPA	5.4e-34
aedes-aegypti-3.2	AAEL005616-PA	CLIPA	5.4e-34
aedes-aegypti-3.2	AAEL006421-PA	CLIPA	6e-34
aedes-aegypti-3.2	AAEL006121-PA	CLIPA	7.7e-34
aedes-aegypti-3.2	AAEL006427-PA	CLIPA	2e-33
aedes-aegypti-3.2	AAEL004543-PA	CLIPA	3.7e-33
aedes-aegypti-3.2	AAEL011929-PA	CLIPA	1e-32
aedes-aegypti-3.2	AAEL012798-PA	CLIPA	1.7e-32
aedes-aegypti-3.2	AAEL006376-PA	CLIPA	2.3e-32
aedes-aegypti-3.2	AAEL006627-PA	CLIPA	3.5e-32
aedes-aegypti-3.2	AAEL007938-PA	CLIPA	3.7e-32
aedes-aegypti-3.2	AAEL008212-PA	CLIPA	3.8e-32
aedes-aegypti-3.2	AAEL015104-PA	CLIPA	3.9e-32
aedes-aegypti-3.2	AAEL008199-PA	CLIPA	4.6e-32
aedes-aegypti-3.2	AAEL013629-PA	CLIPA	6.5e-32
aedes-aegypti-3.2	AAEL008079-PA	CLIPA	7.8e-32
aedes-aegypti-3.2	AAEL005609-PA	CLIPA	2.1e-31
aedes-aegypti-3.2	AAEL005604-PA	CLIPA	2.2e-31
aedes-aegypti-3.2	AAEL005607-PA	CLIPA	2.2e-31
aedes-aegypti-3.2	AAEL005596-PA	CLIPA	2.3e-31
aedes-aegypti-3.2	AAEL012564-PA	CLIPA	2.5e-31
aedes-aegypti-3.2	AAEL007432-PA	CLIPA	2.6e-31
aedes-aegypti-3.2	AAEL001690-PA	CLIPA	4.4e-31
aedes-aegypti-3.2	AAEL013413-PA	CLIPA	6.3e-31
aedes-aegypti-3.2	AAEL012563-PA	CLIPA	7.7e-31
aedes-aegypti-3.2	AAEL012565-PA	CLIPA	7.9e-31
aedes-aegypti-3.2	AAEL011624-PA	CLIPA	8.8e-31
aedes-aegypti-3.2	AAEL017325-PA	CLIPA	1.6e-30
aedes-aegypti-3.2	AAEL015637-PA	CLIPA	3.7e-30
aedes-aegypti-3.2	AAEL005611-PA	CLIPA	4.1e-30
aedes-aegypti-3.2	AAEL007600-PA	CLIPA	4.9e-30
aedes-aegypti-3.2	AAEL012447-PA	CLIPA	5.1e-30
aedes-aegypti-3.2	AAEL001608-PA	CLIPA	9.1e-30
aedes-aegypti-3.2	AAEL005787-PA	CLIPA	9.5e-30
aedes-aegypti-3.2	AAEL006378-PA	CLIPA	1.9e-29
aedes-aegypti-3.2	AAEL011922-PA	CLIPA	3.6e-29
aedes-aegypti-3.2	AAEL009726-PA	CLIPA	4e-29
aedes-aegypti-3.2	AAEL000203-PA	CLIPA	4.2e-29
aedes-aegypti-3.2	AAEL011920-PA	CLIPA	4.6e-29
aedes-aegypti-3.2	AAEL006919-PA	CLIPA	6.9e-29
aedes-aegypti-3.2	AAEL005594-PA	CLIPA	8.6e-29
aedes-aegypti-3.2	AAEL011230-PA	CLIPA	1.8e-28
aedes-aegypti-3.2	AAEL015294-PA	CLIPA	2.1e-28
aedes-aegypti-3.2	AAEL012557-PA	CLIPA	3e-28
aedes-aegypti-3.2	AAEL008197-PA	CLIPA	4.9e-28
aedes-aegypti-3.2	AAEL008769-PA	CLIPA	6.5e-28
aedes-aegypti-3.2	AAEL009244-PA	CLIPA	8.7e-28
aedes-aegypti-3.2	AAEL015102-PA	CLIPA	1.2e-27
aedes-aegypti-3.2	AAEL014650-PA	CLIPA	1.2e-27
aedes-aegypti-3.2	AAEL014353-PA	CLIPA	2.2e-27
aedes-aegypti-3.2	AAEL017574-PA	CLIPA	2.4e-27
aedes-aegypti-3.2	AAEL015103-PA	CLIPA	2.7e-27
aedes-aegypti-3.2	AAEL008780-PA	CLIPA	4.9e-27
aedes-aegypti-3.2	AAEL001693-PA	CLIPA	5.2e-27
aedes-aegypti-3.2	AAEL009680-PB	CLIPA	7.4e-27
aedes-aegypti-3.2	AAEL009680-PA	CLIPA	2.5e-26
aedes-aegypti-3.2	AAEL002767-PA	CLIPA	3.3e-26
aedes-aegypti-3.2	AAEL001098-PA	CLIPA	5.4e-26
aedes-aegypti-3.2	AAEL001701-PA	CLIPA	7.4e-26
aedes-aegypti-3.2	AAEL015430-PA	CLIPA	1.4e-25
aedes-aegypti-3.2	AAEL012559-PA	CLIPA	4.6e-25
aedes-aegypti-3.2	AAEL008201-PA	CLIPA	2.7e-24
aedes-aegypti-3.2	AAEL001674-PA	CLIPA	4e-24
aedes-aegypti-3.2	AAEL011882-PA	CLIPA	4.8e-24
aedes-aegypti-3.2	AAEL005800-PA	CLIPA	9.2e-24
aedes-aegypti-3.2	AAEL012785-PA	CLIPA	1.2e-23
aedes-aegypti-3.2	AAEL014568-PA	CLIPA	1.3e-23
aedes-aegypti-3.2	AAEL017457-PA	CLIPA	1.8e-23
aedes-aegypti-3.2	AAEL009482-PA	CLIPA	2.4e-23
aedes-aegypti-3.2	AAEL009722-PA	CLIPA	8.1e-23
aedes-aegypti-3.2	AAEL006383-PA	CLIPA	8.9e-23
aedes-aegypti-3.2	AAEL015105-PA	CLIPA	8.9e-23
aedes-aegypti-3.2	AAEL014367-PA	CLIPA	1e-22
aedes-aegypti-3.2	AAEL017520-PA	CLIPA	1.4e-22
aedes-aegypti-3.2	AAEL012560-PA	CLIPA	3.2e-22
aedes-aegypti-3.2	AAEL014350-PA	CLIPA	3.9e-22
aedes-aegypti-3.2	AAEL008781-PA	CLIPA	9.5e-22
aedes-aegypti-3.2	AAEL012558-PA	CLIPA	1.5e-21
aedes-aegypti-3.2	AAEL001703-PA	CLIPA	4.7e-21
aedes-aegypti-3.2	AAEL014386-PA	CLIPA	1.2e-20
aedes-aegypti-3.2	AAEL008567-PA	CLIPA	1.5e-20
aedes-aegypti-3.2	AAEL005675-PA	CLIPA	6.7e-20
aedes-aegypti-3.2	AAEL005675-PB	CLIPA	6.7e-20
aedes-aegypti-3.2	AAEL014579-PA	CLIPA	8.1e-20
aedes-aegypti-3.2	AAEL009682-PA	CLIPA	1.1e-19
aedes-aegypti-3.2	AAEL012775-PA	CLIPA	1.2e-19
aedes-aegypti-3.2	AAEL010773-PA	CLIPA	1.8e-19
aedes-aegypti-3.2	AAEL001233-PA	CLIPA	3.6e-19
aedes-aegypti-3.2	AAEL005792-PA	CLIPA	6.3e-19
aedes-aegypti-3.2	AAEL014007-PA	CLIPA	1.3e-18
aedes-aegypti-3.2	AAEL008300-PA	CLIPA	1.3e-18
aedes-aegypti-3.2	AAEL008411-PA	CLIPA	1.4e-18
aedes-aegypti-3.2	AAEL013032-PA	CLIPA	5e-18
aedes-aegypti-3.2	AAEL015294-PB	CLIPA	6.7e-18
aedes-aegypti-3.2	AAEL000252-PA	CLIPA	7.2e-18
aedes-aegypti-3.2	AAEL011671-PA	CLIPA	1.1e-17
aedes-aegypti-3.2	AAEL013432-PA	CLIPA	3.1e-17
aedes-aegypti-3.2	AAEL004505-PA	CLIPA	5.4e-17
aedes-aegypti-3.2	AAEL013298-PA	CLIPA	1.1e-16
aedes-aegypti-3.2	AAEL008214-PA	CLIPA	2.6e-15
aedes-aegypti-3.2	AAEL002686-PA	CLIPA	2.9e-15
aedes-aegypti-3.2	AAEL013714-PA	CLIPA	3.5e-15
aedes-aegypti-3.2	AAEL007582-PA	CLIPA	3.6e-15
aedes-aegypti-3.2	AAEL010957-PA	CLIPA	4.2e-15
aedes-aegypti-3.2	AAEL013857-PB	CLIPA	5.7e-15
aedes-aegypti-3.2	AAEL013857-PA	CLIPA	6.9e-15
aedes-aegypti-3.2	AAEL002577-PA	CLIPA	8.3e-14
aedes-aegypti-3.2	AAEL010959-PA	CLIPA	9.6e-14
aedes-aegypti-3.2	AAEL003251-PA	CLIPA	3.7e-13
aedes-aegypti-3.2	AAEL012777-PA	CLIPA	2.7e-12
aedes-aegypti-3.2	AAEL017051-PA	CLIPA	5.2e-12
aedes-aegypti-3.2	AAEL014938-PA	CLIPA	6.1e-12
aedes-aegypti-3.2	AAEL005764-PA	CLIPA	1.1e-10
aedes-aegypti-3.2	AAEL011324-PA	CLIPA	2.5e-10
aedes-aegypti-3.2	AAEL012782-PA	CLIPA	2.6e-10
aedes-aegypti-3.2	AAEL017507-PA	CLIPA	5.9e-10
aedes-aegypti-3.2	AAEL005812-PA	CLIPA	3.3e-09
aedes-aegypti-3.2	AAEL008619-PA	CLIPA	1.1e-08
aedes-aegypti-3.2	AAEL008080-PA	CLIPA	2.1e-08
aedes-aegypti-3.2	AAEL012625-PA	CLIPA	2.6e-08
aedes-aegypti-3.2	AAEL013040-PB	CLIPA	1.9e-07
aedes-aegypti-3.2	AAEL013040-PA	CLIPA	2.5e-07
aedes-aegypti-3.2	AAEL013033-PA	CLIPA	4.4e-07
