#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
GMOY011181-PA        -          BGBP                 -           6.6e-102  341.0   0.1    8e-102  340.7   0.1   1.0   1   0   0   1   1   1   1 gram negative binding protein 1-like protein|protein_coding|scf7180000652160:4105800-4111997:-1|gene:GMOY011181
GMOY011685-PA        -          CLIPA                -            3.3e-98  327.8   0.1   9.3e-32  109.6   0.0   4.1   4   0   0   4   4   4   4 hypothetical protein|protein_coding|scf7180000652170:13001698-13018377:1|gene:GMOY011685
GMOY006989-PA        -          CLIPA                -            3.1e-96  321.3   0.0   1.4e-58  197.7   0.0   2.9   1   1   2   3   3   2   2 hypothetical protein|protein_coding|scf7180000649843:4555-50916:-1|gene:GMOY006989
GMOY005559-PA        -          CLIPA                -            3.6e-93  311.3   3.4   1.8e-48  164.4   0.2   2.3   2   0   0   2   2   2   2 clip domain serine protease easter precursor|protein_coding|scf7180000648652:98155-104320:-1|gene:GMOY005559
GMOY001713-PA        -          CLIPA                -              3e-92  308.2  19.8   3.4e-91  304.8  19.8   2.6   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000641925:91961-96104:-1|gene:GMOY001713
GMOY010649-PA        -          CLIPA                -            9.3e-87  290.2   5.4   4.1e-44  150.2   0.3   2.1   2   0   0   2   2   2   2 Serine protease 2|protein_coding|scf7180000652153:1156089-1172924:1|gene:GMOY010649
GMOY003357-PA        -          CLIPA                -            2.5e-86  288.8   0.6   1.8e-47  161.2   0.0   3.1   2   1   0   2   2   2   2 hypothetical protein|protein_coding|scf7180000645911:47552-55995:-1|gene:GMOY003357
GMOY005310-PA        -          CLIPA                -            8.3e-75  251.0   4.3   1.2e-25   89.6   0.0   3.1   3   0   0   3   3   3   3 fat body trypsin|protein_coding|scf7180000648528:62980-70505:-1|gene:GMOY005310
GMOY008626-PA        -          CLIPA                -            1.2e-74  250.5   0.3   1.4e-74  250.2   0.3   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651458:7932-11020:-1|gene:GMOY008626
GMOY005806-PA        -          CLIPA                -            2.4e-70  236.3   0.0   2.8e-70  236.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648759:48423-55426:1|gene:GMOY005806
GMOY010231-PA        -          CLIPA                -            2.1e-68  229.9   0.0   3.5e-68  229.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000652098:15926-18843:1|gene:GMOY010231
GMOY007025-PA        -          CLIPA                -            5.4e-67  225.3   0.0   6.5e-67  225.0   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000649955:10282-12190:-1|gene:GMOY007025
GMOY009756-PA        -          CLIPA                -            1.1e-65  221.0   0.0   9.5e-22   76.7   0.0   3.6   2   2   1   3   3   3   3 trypsin|protein_coding|scf7180000651876:8343-19013:-1|gene:GMOY009756
GMOY001711-PA        -          CLIPA                -              4e-64  215.9   0.3   6.3e-64  215.2   0.3   1.4   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000641925:44216-56382:1|gene:GMOY001711
GMOY010232-PA        -          CLIPA                -            4.7e-63  212.4   0.1   8.1e-63  211.6   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein|protein_coding|scf7180000652098:36614-41118:1|gene:GMOY010232
GMOY004828-PA        -          CLIPA                -            1.5e-62  210.7   0.2   1.8e-62  210.4   0.2   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648274:43574-49870:-1|gene:GMOY004828
GMOY006464-PA        -          CLIPA                -            3.8e-62  209.4   0.6   4.5e-62  209.2   0.6   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000649038:40137-41980:-1|gene:GMOY006464
GMOY000529-PA        -          CLIPA                -            2.1e-60  203.7   0.4   1.8e-32  112.0   0.2   2.0   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scf7180000640002:50885-55223:1|gene:GMOY000529
GMOY005309-PA        -          CLIPA                -            4.5e-59  199.3   0.0   7.8e-30  103.3   0.0   2.4   1   1   0   2   2   2   2 midgut trypsin|protein_coding|scf7180000648528:54738-56638:-1|gene:GMOY005309
GMOY005932-PA        -          CLIPA                -            6.8e-59  198.7   0.1   7.5e-59  198.6   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648792:532176-541319:1|gene:GMOY005932
GMOY011094-PA        -          CLIPA                -            5.2e-58  195.8   0.3   5.8e-58  195.6   0.3   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000652160:1977207-1978477:-1|gene:GMOY011094
GMOY006266-PA        -          CLIPA                -            1.3e-57  194.5   0.7   1.5e-57  194.2   0.7   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648930:36521-38010:1|gene:GMOY006266
GMOY003994-PA        -          CLIPA                -              2e-57  193.9   0.4   2.4e-57  193.6   0.4   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000647875:538-16878:-1|gene:GMOY003994
GMOY010124-PA        -          CLIPA                -            2.9e-57  193.3   0.1   3.5e-57  193.1   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000652067:165217-175452:1|gene:GMOY010124
GMOY009608-PA        -          CLIPA                -            3.1e-57  193.3   4.9   6.8e-57  192.1   4.8   1.7   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651846:3678857-3693145:1|gene:GMOY009608
GMOY009952-PA        -          CLIPA                -            9.7e-56  188.3   1.5   1.3e-55  187.9   1.5   1.1   1   0   0   1   1   1   1 Serine protease 7|protein_coding|scf7180000652000:29535-31714:-1|gene:GMOY009952
GMOY008308-PA        -          CLIPA                -            6.2e-55  185.7   1.8   9.7e-55  185.1   1.8   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651120:29065-30396:1|gene:GMOY008308
GMOY001391-PA        -          CLIPA                -            3.5e-54  183.2   1.7   8.5e-54  182.0   0.2   2.0   1   1   0   2   2   1   1 Scavenger Receptor Class A, Member 5|protein_coding|scf7180000641341:55827-66394:-1|gene:GMOY001391
GMOY000251-PA        -          CLIPA                -              1e-53  181.7   1.1   1.4e-38  132.0   0.1   2.1   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scf7180000639297:12610-21019:-1|gene:GMOY000251
GMOY002858-PA        -          CLIPA                -            6.5e-53  179.1   0.5   1.7e-27   95.6   0.0   2.2   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scf7180000644671:103768-114444:-1|gene:GMOY002858
GMOY008964-PA        -          CLIPA                -            1.7e-51  174.4   0.1   2.1e-51  174.1   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651717:49658-51262:-1|gene:GMOY008964
GMOY005029-PA        -          CLIPA                -            3.7e-51  173.3   0.0   4.7e-51  173.0   0.0   1.1   1   0   0   1   1   1   1 Serine protease 11|protein_coding|scf7180000648381:3847-20810:-1|gene:GMOY005029
GMOY006111-PA        -          CLIPA                -              6e-51  172.6   0.0   7.1e-51  172.4   0.0   1.1   1   0   0   1   1   1   1 gonadal trypsin|protein_coding|scf7180000648844:10125-11112:-1|gene:GMOY006111
GMOY002535-PA        -          CLIPA                -            7.2e-51  172.4   0.0   1.3e-50  171.6   0.0   1.2   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000643919:141800-144718:-1|gene:GMOY002535
GMOY008966-PA        -          CLIPA                -            7.6e-50  169.0   0.1   8.5e-50  168.8   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651717:58191-64788:-1|gene:GMOY008966
GMOY006569-PA        -          CLIPA                -            8.9e-50  168.8   0.0   4.4e-49  166.5   0.0   1.6   1   1   0   1   1   1   1 Serine protease 14|protein_coding|scf7180000649145:7165-21359:1|gene:GMOY006569
GMOY007958-PA        -          CLIPA                -            2.1e-44  151.1   0.5   2.7e-44  150.8   0.5   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000650781:21635-22472:-1|gene:GMOY007958
GMOY004422-PA        -          CLIPA                -            6.8e-44  149.5   0.0   9.6e-44  149.0   0.0   1.1   1   0   0   1   1   1   1 midgut trypsin|protein_coding|scf7180000648099:19571-20808:-1|gene:GMOY004422
GMOY000467-PA        -          CLIPA                -            8.8e-44  149.1   0.1   1.1e-43  148.7   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000639890:98308-99954:-1|gene:GMOY000467
GMOY006686-PA        -          CLIPA                -            1.5e-43  148.3   0.1   1.9e-43  148.0   0.1   1.1   1   0   0   1   1   1   1 trypsin|protein_coding|scf7180000649232:127365-128141:1|gene:GMOY006686
GMOY005267-PA        -          CLIPA                -            2.3e-43  147.7   0.2   2.8e-43  147.4   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648501:14571-15691:1|gene:GMOY005267
GMOY010650-PA        -          CLIPA                -            3.1e-43  147.3   0.2   4.2e-43  146.9   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000652153:1183783-1189226:1|gene:GMOY010650
GMOY007795-PA        -          CLIPA                -            4.6e-43  146.7  11.6   1.9e-40  138.1   5.5   2.9   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scf7180000650671:761208-785594:-1|gene:GMOY007795
GMOY000251-PC        -          CLIPA                -              6e-43  146.3   0.7   8.9e-43  145.8   0.7   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000639297:21073-35269:-1|gene:GMOY000251
GMOY002862-PA        -          CLIPA                -            3.5e-42  143.8   0.0   4.6e-42  143.4   0.0   1.0   1   0   0   1   1   1   1 Serine protease 9|protein_coding|scf7180000644679:7156-7944:-1|gene:GMOY002862
GMOY006839-PA        -          CLIPA                -            2.6e-41  141.0   0.6   3.2e-41  140.7   0.6   1.1   1   0   0   1   1   1   1 trypsin-like serine protease precursor|protein_coding|scf7180000649348:12551-19113:-1|gene:GMOY006839
GMOY007713-PA        -          CLIPA                -            5.7e-41  139.8   0.2   7.8e-41  139.4   0.2   1.3   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000650642:2307-5788:1|gene:GMOY007713
GMOY007063-PA        -          CLIPA                -            8.2e-41  139.3   0.0     1e-40  139.0   0.0   1.0   1   0   0   1   1   1   1 midgut trypsin|protein_coding|scf7180000650063:13373-14149:1|gene:GMOY007063
GMOY008435-PA        -          CLIPA                -              1e-40  139.0   0.3   1.3e-40  138.7   0.3   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651294:30733-31595:1|gene:GMOY008435
GMOY002036-PA        -          CLIPA                -            1.3e-40  138.7   0.2   6.8e-24   83.8   0.2   2.7   2   1   0   3   3   2   2 hypothetical protein|protein_coding|scf7180000642607:91235-94756:-1|gene:GMOY002036
GMOY000486-PA        -          CLIPA                -            1.4e-40  138.6   8.9   4.9e-39  133.5   9.8   2.0   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000639941:36030-37724:1|gene:GMOY000486
GMOY002534-PA        -          CLIPA                -            2.6e-40  137.7   0.0   3.2e-40  137.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000643919:139034-140943:1|gene:GMOY002534
GMOY008710-PA        -          CLIPA                -              3e-40  137.5   0.2   4.1e-40  137.1   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651499:576059-578610:1|gene:GMOY008710
GMOY001223-PA        -          CLIPA                -            6.3e-40  136.4   0.4   7.4e-40  136.2   0.4   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000641053:23596-25118:1|gene:GMOY001223
GMOY011428-PA        -          CLIPA                -            2.4e-39  134.5   0.0   2.9e-39  134.2   0.0   1.0   1   0   0   1   1   1   1 Trypsin|protein_coding|scf7180000652170:4644326-4645917:1|gene:GMOY011428
GMOY005266-PA        -          CLIPA                -            3.1e-39  134.2   0.1   3.9e-39  133.8   0.1   1.1   1   0   0   1   1   1   1 midgut trypsin|protein_coding|scf7180000648501:10321-11103:-1|gene:GMOY005266
GMOY004640-PA        -          CLIPA                -            3.1e-39  134.2   0.1   3.6e-39  133.9   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648171:74289-75164:1|gene:GMOY004640
GMOY006997-PA        -          CLIPA                -            4.9e-39  133.5   0.1   8.9e-39  132.7   0.1   1.3   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000649844:83308-85617:1|gene:GMOY006997
GMOY009415-PA        -          CLIPA                -              6e-39  133.2   0.4   1.8e-36  125.1   0.4   2.2   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651844:865475-866415:-1|gene:GMOY009415
GMOY006770-PA        -          CLIPA                -            1.7e-38  131.7   0.0   2.6e-38  131.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000649303:133122-141514:1|gene:GMOY006770
GMOY004572-PA        -          CLIPA                -            1.8e-37  128.4   0.2   2.2e-37  128.1   0.2   1.0   1   0   0   1   1   1   1 Serine protease 8|protein_coding|scf7180000648151:19976-21693:1|gene:GMOY004572
GMOY000525-PA        -          CLIPA                -              1e-36  125.9   0.2   1.3e-36  125.6   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000640002:40384-45877:-1|gene:GMOY000525
GMOY005265-PA        -          CLIPA                -            1.4e-33  115.6   0.0   1.8e-33  115.2   0.0   1.1   1   0   0   1   1   1   1 trypsin|protein_coding|scf7180000648501:7146-7970:1|gene:GMOY005265
GMOY009005-PA        -          CLIPA                -            1.4e-33  115.5   0.0   1.8e-33  115.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651758:231582-232564:1|gene:GMOY009005
GMOY007106-PA        -          CLIPA                -            5.2e-33  113.7   1.6   5.1e-31  107.2   1.7   2.3   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000650162:6370-8810:-1|gene:GMOY007106
GMOY007278-PA        -          CLIPA                -            9.4e-33  112.9   0.0   1.4e-32  112.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000650273:6664-10055:-1|gene:GMOY007278
GMOY009006-PA        -          CLIPA                -            3.2e-32  111.1   0.0   3.8e-32  110.9   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651758:233668-234661:-1|gene:GMOY009006
GMOY005045-PA        -          CLIPA                -            6.7e-32  110.1   0.8   8.3e-32  109.8   0.8   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648391:37269-47693:1|gene:GMOY005045
GMOY004877-PA        -          CLIPA                -            7.5e-32  109.9   0.0   9.6e-32  109.5   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648308:63867-66817:-1|gene:GMOY004877
GMOY001499-PA        -          CLIPA                -            7.8e-32  109.8   0.0     1e-31  109.5   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000641474:10569-11709:1|gene:GMOY001499
GMOY004708-PA        -          CLIPA                -            9.5e-32  109.6   0.7   7.3e-30  103.4   0.0   2.1   1   1   1   2   2   2   1 hypothetical protein|protein_coding|scf7180000648204:7729-11164:-1|gene:GMOY004708
GMOY004876-PA        -          CLIPA                -            1.3e-31  109.1   0.0   2.8e-31  108.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648308:45810-63860:1|gene:GMOY004876
GMOY003273-PA        -          CLIPA                -            4.3e-30  104.1   0.8   5.7e-30  103.7   0.8   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000645791:109187-111706:1|gene:GMOY003273
GMOY004875-PA        -          CLIPA                -            2.2e-29  101.8   0.0   4.5e-29  100.8   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648308:35208-44879:-1|gene:GMOY004875
GMOY007110-PA        -          CLIPA                -              5e-28   97.4   0.1   7.2e-28   96.8   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000650184:24387-28815:1|gene:GMOY007110
GMOY004121-PA        -          CLIPA                -            5.6e-28   97.2   0.1   6.1e-28   97.1   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000647965:78010-78444:-1|gene:GMOY004121
GMOY003109-PA        -          CLIPA                -              3e-27   94.8   0.6   4.2e-27   94.3   0.6   1.1   1   0   0   1   1   1   1 midgut chymotrypsin|protein_coding|scf7180000645365:25-2245:-1|gene:GMOY003109
GMOY009757-PA        -          CLIPA                -            6.7e-27   93.6   0.0   9.1e-27   93.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651876:19259-21588:1|gene:GMOY009757
GMOY010142-PA        -          CLIPA                -            8.1e-27   93.4   0.0   1.2e-26   92.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000652074:7344-8388:-1|gene:GMOY010142
GMOY007946-PA        -          CLIPA                -            1.6e-26   92.4  13.9   9.1e-11   40.7   0.8   5.1   3   2   0   4   4   4   4 hypothetical protein|protein_coding|scf7180000650766:130135-153263:1|gene:GMOY007946
GMOY009436-PA        -          CLIPA                -            3.2e-26   91.4   2.0   4.3e-26   91.0   2.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651845:552204-554159:1|gene:GMOY009436
GMOY006381-PA        -          CLIPA                -            1.5e-23   82.6   4.2   9.6e-15   53.7   0.6   2.4   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scf7180000648985:51432-66824:1|gene:GMOY006381
GMOY000672-PA        -          CLIPA                -            1.6e-23   82.5   0.0   3.2e-23   81.6   0.0   1.4   1   1   0   1   1   1   1 Serine protease 6|protein_coding|scf7180000640286:76772-77693:1|gene:GMOY000672
GMOY009438-PA        -          CLIPA                -            9.9e-22   76.7   7.5   2.1e-21   75.6   7.3   1.6   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651845:565021-569662:1|gene:GMOY009438
GMOY009004-PA        -          CLIPA                -            1.1e-21   76.5   0.0   1.3e-21   76.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651758:220154-220947:-1|gene:GMOY009004
GMOY011373-PA        -          CLIPA                -            3.4e-21   74.9   4.6   5.2e-20   71.0   0.4   2.3   1   1   1   2   2   2   1 hypothetical protein|protein_coding|scf7180000652170:2712189-2721520:1|gene:GMOY011373
GMOY002695-PA        -          CLIPA                -              4e-20   71.4   0.1   1.4e-17   63.0   0.0   2.0   1   1   1   2   2   2   1 hypothetical protein|protein_coding|scf7180000644242:11687-12523:1|gene:GMOY002695
GMOY000251-PB        -          CLIPA                -            4.7e-20   71.2   0.5   6.1e-20   70.8   0.5   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000639297:11361-11971:-1|gene:GMOY000251
GMOY005405-PA        -          CLIPA                -            1.1e-18   66.6   2.8   8.4e-06   24.4   0.0   4.0   1   1   3   4   4   4   3 hypothetical protein|protein_coding|scf7180000648568:393-5512:1|gene:GMOY005405
GMOY011686-PA        -          CLIPA                -            2.5e-18   65.5   0.1   3.8e-18   64.9   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000652170:13020726-13023859:-1|gene:GMOY011686
GMOY010768-PB        -          CLIPA                -            2.8e-18   65.4   0.1     3e-18   65.3   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000652156:1357929-1358402:-1|gene:GMOY010768
GMOY008214-PA        -          CLIPA                -              7e-18   64.0   0.0     9e-18   63.7   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651027:1214-11967:-1|gene:GMOY008214
GMOY003252-PA        -          CLIPA                -            2.7e-17   62.1   0.1   3.6e-17   61.7   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000645712:37884-52725:-1|gene:GMOY003252
GMOY008965-PA        -          CLIPA                -            4.3e-17   61.4   0.0   5.8e-17   61.0   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651717:52048-55949:1|gene:GMOY008965
GMOY002542-PA        -          CLIPA                -            8.3e-16   57.2   5.8   1.6e-15   56.3   1.8   2.2   1   1   1   2   2   2   1 hypothetical protein|protein_coding|scf7180000643919:169850-171865:-1|gene:GMOY002542
GMOY009758-PA        -          CLIPA                -            2.9e-14   52.2   0.1   3.9e-14   51.7   0.1   1.3   1   0   0   1   1   1   1 midgut trypsin|protein_coding|scf7180000651876:27590-28445:-1|gene:GMOY009758
GMOY005901-PA        -          CLIPA                -            1.2e-13   50.2   0.3   1.7e-13   49.7   0.3   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648788:56405-57372:1|gene:GMOY005901
GMOY009437-PA        -          CLIPA                -            1.6e-13   49.7   0.0   1.6e-13   49.7   0.0   2.2   2   1   0   2   2   1   1 hypothetical protein|protein_coding|scf7180000651845:558197-564994:1|gene:GMOY009437
GMOY010768-PA        -          CLIPA                -              5e-13   48.1   0.0   5.8e-13   47.9   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000652156:1358425-1361334:-1|gene:GMOY010768
GMOY003165-PA        -          CLIPA                -            6.5e-13   47.7   0.0   8.3e-13   47.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000645504:10414-13256:1|gene:GMOY003165
GMOY003566-PA        -          CLIPA                -            7.5e-13   47.5   0.1   1.1e-12   46.9   0.1   1.2   1   0   0   1   1   1   1 Alpha glucosidase|protein_coding|scf7180000646607:41065-49599:-1|gene:GMOY003566
GMOY008963-PA        -          CLIPA                -            5.6e-12   44.7   0.0     8e-12   44.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000651717:46543-48639:1|gene:GMOY008963
GMOY000914-PA        -          CLIPA                -            9.5e-12   43.9   0.2   9.1e-10   37.4   0.2   2.1   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000640682:18711-19490:-1|gene:GMOY000914
GMOY005332-PA        -          CLIPA                -            1.2e-11   43.6   0.1   2.2e-11   42.7   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein|protein_coding|scf7180000648541:740-5770:-1|gene:GMOY005332
GMOY004685-PA        -          CLIPA                -            1.2e-10   40.2   0.4   5.1e-08   31.6   0.4   2.0   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648185:526-11630:1|gene:GMOY004685
GMOY006877-PA        -          CLIPA                -            1.6e-08   33.3   0.0   2.3e-08   32.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000649463:71247-77752:-1|gene:GMOY006877
GMOY004658-PA        -          CLIPA                -            7.4e-08   31.1   0.0   1.4e-07   30.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648180:14113-40563:-1|gene:GMOY004658
GMOY002089-PA        -          CLIPA                -            3.3e-07   29.0   0.0   3.7e-07   28.8   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000642672:5607-7775:-1|gene:GMOY002089
GMOY004655-PA        -          CLIPA                -            1.6e-05   23.4   0.0     4e-05   22.1   0.0   1.7   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scf7180000648176:72698-83129:-1|gene:GMOY004655
