#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
XP_0051765441        -          CLIPA                -            1.3e-68  231.1   0.0   2.1e-68  230.5   0.0   1.4   1   0   0   1   1   1   1 PREDICTED: mucin-2-like [Musca domestica]
XP_0051865401        -          CLIPA                -            3.6e-68  229.6  10.5   1.3e-34  119.5   1.7   2.1   2   0   0   2   2   2   2 PREDICTED: mucin-19-like [Musca domestica]
XP_0051890301        -          CLIPA                -            6.4e-66  222.3   0.6   1.9e-34  118.9   0.0   2.9   1   1   1   2   2   2   2 PREDICTED: uncharacterized protein LOC101894055, partial [Musca domestica]
XP_0051868301        -          CLIPA                -            6.6e-66  222.2   0.0   7.1e-66  222.1   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: uncharacterized protein LOC101898442 [Musca domestica]
XP_0051750521        -          CLIPA                -              3e-63  213.5   3.9   4.9e-63  212.8   3.9   1.4   1   1   0   1   1   1   1 PREDICTED: proclotting enzyme-like [Musca domestica]
XP_0051821691        -          CLIPA                -            4.2e-63  213.0   0.2   5.1e-63  212.8   0.2   1.1   1   0   0   1   1   1   1 PREDICTED: transmembrane protease serine 3-like [Musca domestica]
XP_0051765451        -          CLIPA                -            2.3e-62  210.6   0.0   2.3e-62  210.6   0.0   1.7   2   0   0   2   2   1   1 PREDICTED: proteoglycan 4-like [Musca domestica]
XP_0051897741        -          CLIPA                -            9.4e-62  208.6   4.0   3.2e-61  206.9   4.0   1.6   1   1   0   1   1   1   1 PREDICTED: proclotting enzyme-like [Musca domestica]
XP_0051821681        -          CLIPA                -            1.8e-61  207.7   0.3   2.2e-61  207.4   0.3   1.1   1   0   0   1   1   1   1 PREDICTED: transmembrane protease serine 9-like [Musca domestica]
XP_0051852641        -          CLIPA                -            2.3e-61  207.3   0.2   2.6e-61  207.2   0.2   1.1   1   0   0   1   1   1   1 PREDICTED: serine proteinase stubble-like [Musca domestica]
XP_0051872741        -          CLIPA                -            2.3e-61  207.3   0.0     5e-61  206.2   0.0   1.2   1   1   0   1   1   1   1 PREDICTED: proclotting enzyme-like [Musca domestica]
XP_0051918221        -          CLIPA                -            7.3e-61  205.7   0.1   8.8e-61  205.4   0.1   1.0   1   0   0   1   1   1   1 PREDICTED: transmembrane protease serine 9-like [Musca domestica]
XP_0051765411        -          CLIPA                -            5.4e-60  202.8   0.0   6.5e-60  202.6   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: uncharacterized protein LOC101889458 [Musca domestica]
XP_0051790281        -          CLIPA                -            1.7e-59  201.1   7.5     3e-59  200.3   7.5   1.4   1   0   0   1   1   1   1 PREDICTED: uncharacterized protein LOC101894853 [Musca domestica]
XP_0051852251        -          CLIPA                -              1e-58  198.6   0.0   1.2e-58  198.4   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: proclotting enzyme-like [Musca domestica]
XP_0051804461        -          CLIPA                -            1.5e-58  198.0   5.4   3.2e-58  197.0   5.6   1.5   1   1   0   1   1   1   1 PREDICTED: uncharacterized protein LOC101896451 [Musca domestica]
XP_0051852911        -          CLIPA                -            5.9e-58  196.1   0.2   7.6e-58  195.8   0.2   1.1   1   0   0   1   1   1   1 PREDICTED: plasma kallikrein-like [Musca domestica]
XP_0051897311        -          CLIPA                -            4.5e-57  193.2   0.1   5.7e-57  192.9   0.1   1.0   1   0   0   1   1   1   1 PREDICTED: transmembrane protease serine 3-like [Musca domestica]
XP_0051853651        -          CLIPA                -            3.7e-56  190.2   0.1   4.7e-56  189.9   0.1   1.2   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051765421        -          CLIPA                -            4.2e-56  190.0   0.5   4.8e-56  189.8   0.5   1.0   1   0   0   1   1   1   1 PREDICTED: serine proteinase stubble-like [Musca domestica]
XP_0051762041        -          CLIPA                -              8e-56  189.1   2.0   9.5e-56  188.9   2.0   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051766881        -          CLIPA                -            5.6e-55  186.3   3.9   8.1e-55  185.8   3.9   1.2   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like isoform X1 [Musca domestica]
XP_0051788721        -          CLIPA                -            1.8e-54  184.6   4.1   1.8e-54  184.6   4.1   2.4   2   1   0   2   2   1   1 PREDICTED: uncharacterized protein LOC101896627 isoform X2 [Musca domestica]
XP_0051789511        -          CLIPA                -            2.3e-54  184.3   0.0   2.8e-54  184.1   0.0   1.0   1   0   0   1   1   1   1 PREDICTED: plasma kallikrein-like [Musca domestica]
XP_0051788731        -          CLIPA                -            5.5e-54  183.1   9.6   6.3e-54  182.9   6.5   2.7   2   1   0   2   2   1   1 PREDICTED: uncharacterized protein LOC101896627 isoform X3 [Musca domestica]
XP_0051788711        -          CLIPA                -            9.5e-54  182.3   9.5   1.5e-53  181.6   7.4   2.5   2   1   0   2   2   1   1 PREDICTED: uncharacterized protein LOC101896627 isoform X1 [Musca domestica]
XP_0051752241        -          CLIPA                -              2e-53  181.2   0.0   2.4e-53  181.0   0.0   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like [Musca domestica]
XP_0051752991        -          CLIPA                -              2e-53  181.2   0.0   2.4e-53  181.0   0.0   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like [Musca domestica]
XP_0051853611        -          CLIPA                -            1.4e-52  178.5   0.2   1.7e-52  178.2   0.2   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like isoform X1 [Musca domestica]
XP_0051853621        -          CLIPA                -            1.4e-52  178.5   0.2   1.7e-52  178.2   0.2   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like isoform X2 [Musca domestica]
XP_0051789141        -          CLIPA                -            1.5e-52  178.3   0.2   1.9e-52  178.1   0.2   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051756721        -          CLIPA                -            3.8e-52  177.1   0.1   6.1e-52  176.4   0.1   1.2   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051855121        -          CLIPA                -            3.8e-52  177.0   0.1   6.2e-52  176.3   0.1   1.2   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051855221        -          CLIPA                -            3.9e-52  177.0   0.0   7.3e-52  176.1   0.0   1.3   1   1   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051789131        -          CLIPA                -            5.4e-52  176.5   1.6   7.2e-52  176.1   1.6   1.1   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051874681        -          CLIPA                -            3.3e-50  170.7   2.1   1.7e-34  119.1   0.1   2.1   2   0   0   2   2   2   2 PREDICTED: trypsin-1-like [Musca domestica]
XP_0051809241        -          CLIPA                -              4e-50  170.4   0.0     8e-50  169.4   0.0   1.4   2   0   0   2   2   1   1 PREDICTED: uncharacterized protein LOC101901013 isoform X1 [Musca domestica]
XP_0051809251        -          CLIPA                -              4e-50  170.4   0.0     8e-50  169.4   0.0   1.4   2   0   0   2   2   1   1 PREDICTED: uncharacterized protein LOC101901013 isoform X2 [Musca domestica]
XP_0051766891        -          CLIPA                -            7.2e-50  169.6   0.9     1e-49  169.1   0.9   1.2   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like isoform X2 [Musca domestica]
XP_0051830441        -          CLIPA                -            8.8e-50  169.3   0.0   1.1e-49  169.0   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like [Musca domestica]
XP_0051759561        -          CLIPA                -            2.5e-49  167.8   0.2     3e-49  167.5   0.2   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin-1-like [Musca domestica]
XP_0051818431        -          CLIPA                -            5.2e-49  166.7   0.8   6.9e-49  166.3   0.8   1.1   1   0   0   1   1   1   1 PREDICTED: clotting factor B-like [Musca domestica]
XP_0051855131        -          CLIPA                -            9.2e-49  165.9   2.5   1.3e-48  165.4   2.5   1.1   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051777381        -          CLIPA                -            6.4e-48  163.2   1.7   7.5e-48  162.9   1.7   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051759551        -          CLIPA                -            1.2e-47  162.3   0.1   1.5e-47  161.9   0.1   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin-1-like [Musca domestica]
XP_0051876971        -          CLIPA                -            1.6e-47  161.8   1.3     2e-47  161.6   1.3   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin-like isoform X1 [Musca domestica]
XP_0051876981        -          CLIPA                -            1.6e-47  161.8   1.3     2e-47  161.6   1.3   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin-like isoform X2 [Musca domestica]
XP_0051860961        -          CLIPA                -            1.7e-47  161.7   0.2   2.2e-47  161.4   0.2   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like [Musca domestica]
XP_0051751341        -          CLIPA                -              3e-47  161.0   0.1   3.9e-47  160.6   0.1   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin beta-like [Musca domestica]
XP_0051759571        -          CLIPA                -            6.1e-47  160.0   0.4   7.8e-47  159.6   0.4   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin-1-like [Musca domestica]
XP_0051876961        -          CLIPA                -            6.2e-47  159.9   1.1   7.2e-47  159.7   1.1   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin-like [Musca domestica]
XP_0051917891        -          CLIPA                -            6.4e-47  159.9   3.4   3.5e-23   81.9   0.4   2.1   2   0   0   2   2   2   2 PREDICTED: ovochymase-2-like [Musca domestica]
XP_0051853641        -          CLIPA                -            7.8e-47  159.6   3.6   1.6e-46  158.6   3.6   1.4   1   1   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051876951        -          CLIPA                -            9.2e-47  159.4   1.3   1.1e-46  159.1   1.3   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin-like [Musca domestica]
XP_0051855211        -          CLIPA                -            1.2e-46  159.0   0.2   1.7e-46  158.5   0.2   1.3   1   1   0   1   1   1   1 PREDICTED: proclotting enzyme-like [Musca domestica]
XP_0051834241        -          CLIPA                -            1.4e-46  158.8   0.2   1.8e-46  158.4   0.2   1.1   1   0   0   1   1   1   1 PREDICTED: serine proteases 1/2-like [Musca domestica]
XP_0051876941        -          CLIPA                -            2.1e-46  158.2   0.7   2.5e-46  157.9   0.7   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin-like [Musca domestica]
XP_0051877051        -          CLIPA                -            8.6e-46  156.2   0.5   1.1e-45  155.8   0.5   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin alpha-4-like [Musca domestica]
XP_0051777371        -          CLIPA                -            9.3e-46  156.1   0.2   1.2e-45  155.7   0.2   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051834251        -          CLIPA                -              1e-45  155.9   0.4   1.3e-45  155.6   0.4   1.1   1   0   0   1   1   1   1 PREDICTED: serine proteases 1/2-like [Musca domestica]
XP_0051751431        -          CLIPA                -            1.2e-45  155.7   0.2   1.4e-45  155.5   0.2   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin zeta-like [Musca domestica]
XP_0051759581        -          CLIPA                -            1.3e-45  155.6   0.4   1.8e-45  155.1   0.4   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin-1-like [Musca domestica]
XP_0051877041        -          CLIPA                -            5.4e-45  153.6   1.4   6.8e-45  153.2   1.4   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin alpha-4-like [Musca domestica]
XP_0051853711        -          CLIPA                -            5.8e-45  153.4   1.0   7.3e-45  153.1   1.0   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin-4-like [Musca domestica]
XP_0051761851        -          CLIPA                -            7.6e-45  153.1   1.0   9.3e-45  152.8   1.0   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like [Musca domestica]
XP_0051789201        -          CLIPA                -            9.6e-45  152.7   0.0   1.4e-44  152.2   0.0   1.2   1   0   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051876991        -          CLIPA                -            1.3e-44  152.3   1.7   1.7e-44  151.9   1.7   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin alpha-like [Musca domestica]
XP_0051834221        -          CLIPA                -            1.5e-44  152.1   0.1   1.9e-44  151.7   0.1   1.1   1   0   0   1   1   1   1 PREDICTED: serine proteases 1/2-like [Musca domestica]
XP_0051877021        -          CLIPA                -            1.7e-44  151.9   2.7     2e-44  151.7   2.7   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin alpha-4-like [Musca domestica]
XP_0051901211        -          CLIPA                -            1.7e-44  151.9  10.9   1.1e-42  145.9   5.8   2.6   2   0   0   2   2   2   1 PREDICTED: LOW QUALITY PROTEIN: serine protease nudel-like [Musca domestica]
XP_0051834231        -          CLIPA                -            2.2e-44  151.6   0.2   2.8e-44  151.2   0.2   1.1   1   0   0   1   1   1   1 PREDICTED: serine proteases 1/2-like [Musca domestica]
XP_0051809281        -          CLIPA                -            2.2e-44  151.6   0.0     3e-44  151.1   0.0   1.2   1   1   0   1   1   1   1 PREDICTED: serine protease persephone-like [Musca domestica]
XP_0051911381        -          CLIPA                -            2.8e-44  151.2   0.0   3.7e-44  150.8   0.0   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like, partial [Musca domestica]
XP_0051788111        -          CLIPA                -            3.2e-44  151.0   3.1   3.9e-44  150.7   3.1   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin alpha-4-like [Musca domestica]
XP_0051906011        -          CLIPA                -            3.4e-44  150.9   0.1   4.3e-44  150.6   0.1   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin eta-like [Musca domestica]
XP_0051877031        -          CLIPA                -            3.6e-44  150.8   2.8   4.6e-44  150.5   2.8   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin alpha-4-like [Musca domestica]
XP_0051848731        -          CLIPA                -            4.4e-44  150.6   0.0   1.1e-43  149.3   0.0   1.4   1   1   0   1   1   1   1 PREDICTED: uncharacterized protein LOC101901590 [Musca domestica]
XP_0051895961        -          CLIPA                -            6.8e-44  149.9   0.0   9.5e-44  149.5   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: chymotrypsin BI-like [Musca domestica]
XP_0051877001        -          CLIPA                -            8.7e-44  149.6   2.1   1.1e-43  149.3   2.1   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin alpha-4-like [Musca domestica]
XP_0051905861        -          CLIPA                -            9.9e-44  149.4   0.0   1.3e-43  149.0   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like [Musca domestica]
XP_0051830471        -          CLIPA                -            1.9e-43  148.5   0.0   2.3e-43  148.2   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like [Musca domestica]
XP_0051761861        -          CLIPA                -            8.7e-43  146.3   0.2   1.1e-42  145.9   0.2   1.0   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like [Musca domestica]
XP_0051836861        -          CLIPA                -            1.3e-42  145.7   0.0   1.6e-42  145.4   0.0   1.0   1   0   0   1   1   1   1 PREDICTED: vitellin-degrading protease-like [Musca domestica]
XP_0051877991        -          CLIPA                -            1.9e-42  145.2   0.2   2.4e-42  144.9   0.2   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin-1-like [Musca domestica]
XP_0051750311        -          CLIPA                -            3.7e-42  144.2   1.2   4.5e-42  144.0   1.2   1.1   1   0   0   1   1   1   1 PREDICTED: serine protease snake-like [Musca domestica]
XP_0051829271        -          CLIPA                -            7.2e-42  143.3   0.6     1e-41  142.8   0.6   1.1   1   0   0   1   1   1   1 PREDICTED: chymotrypsin BI-like [Musca domestica]
XP_0051877011        -          CLIPA                -            8.8e-42  143.0   1.6   1.1e-41  142.7   1.6   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin alpha-4-like [Musca domestica]
XP_0051853631        -          CLIPA                -            1.3e-41  142.4   1.0   2.8e-41  141.3   1.0   1.5   1   1   0   1   1   1   1 PREDICTED: serine protease easter-like [Musca domestica]
XP_0051751441        -          CLIPA                -            1.5e-41  142.2   0.9   1.9e-41  141.9   0.9   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin zeta-like [Musca domestica]
XP_0051860191        -          CLIPA                -            1.9e-41  141.9   0.1   2.3e-41  141.6   0.1   1.0   1   0   0   1   1   1   1 PREDICTED: vitellin-degrading protease-like [Musca domestica]
XP_0051806351        -          CLIPA                -            2.9e-41  141.3   0.6     4e-41  140.8   0.6   1.2   1   0   0   1   1   1   1 PREDICTED: transmembrane protease serine 9-like isoform X1 [Musca domestica]
XP_0051919441        -          CLIPA                -            3.1e-41  141.2   0.3   3.7e-41  140.9   0.3   1.0   1   0   0   1   1   1   1 PREDICTED: vitellin-degrading protease-like [Musca domestica]
XP_0051751451        -          CLIPA                -            6.9e-41  140.1   0.2     9e-41  139.7   0.2   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin zeta-like [Musca domestica]
XP_0051752501        -          CLIPA                -            7.3e-41  140.0   0.8   9.1e-41  139.7   0.8   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin beta-like [Musca domestica]
XP_0051810481        -          CLIPA                -            7.8e-41  139.9   0.0     2e-23   82.7   0.3   2.1   2   0   0   2   2   2   2 PREDICTED: transmembrane protease serine 7-like [Musca domestica]
XP_0051870251        -          CLIPA                -            7.9e-41  139.9   0.7   9.6e-41  139.6   0.7   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin beta-like [Musca domestica]
XP_0051836541        -          CLIPA                -              8e-41  139.9   0.0     8e-41  139.9   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: lectizyme-like [Musca domestica]
XP_0051841491        -          CLIPA                -            8.6e-41  139.8   1.1   1.3e-40  139.2   1.1   1.2   1   0   0   1   1   1   1 PREDICTED: trypsin delta/gamma-like [Musca domestica]
XP_0051896391        -          CLIPA                -            1.4e-40  139.1   0.4   1.7e-40  138.7   0.4   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin beta-like [Musca domestica]
XP_0051751381        -          CLIPA                -              2e-40  138.5   0.1   2.7e-40  138.1   0.1   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin zeta-like [Musca domestica]
XP_0051848811        -          CLIPA                -            3.2e-40  137.9   0.0   3.2e-40  137.9   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: serine protease gd-like [Musca domestica]
XP_0051788681        -          CLIPA                -              4e-40  137.6   0.4   5.3e-40  137.2   0.4   1.3   1   1   0   1   1   1   1 PREDICTED: venom serine protease 34-like [Musca domestica]
XP_0051803781        -          CLIPA                -            5.2e-40  137.2   0.0   6.5e-40  136.9   0.0   1.0   1   0   0   1   1   1   1 PREDICTED: lectizyme-like [Musca domestica]
XP_0051751391        -          CLIPA                -              8e-40  136.6   1.0   9.6e-40  136.3   1.0   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin eta-like [Musca domestica]
XP_0051803771        -          CLIPA                -            8.4e-40  136.5   0.1   1.1e-39  136.2   0.1   1.0   1   0   0   1   1   1   1 PREDICTED: lectizyme-like [Musca domestica]
XP_0051806361        -          CLIPA                -            1.1e-39  136.2   0.5   1.4e-39  135.8   0.5   1.2   1   0   0   1   1   1   1 PREDICTED: transmembrane protease serine 9-like isoform X2 [Musca domestica]
XP_0051794951        -          CLIPA                -            1.6e-39  135.6   0.4   1.9e-39  135.3   0.4   1.1   1   0   0   1   1   1   1 PREDICTED: chymotrypsin-2-like [Musca domestica]
XP_0051860181        -          CLIPA                -            1.6e-39  135.6   0.1   1.9e-39  135.3   0.1   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin-2-like [Musca domestica]
XP_0051870241        -          CLIPA                -            2.1e-39  135.2   0.0   2.6e-39  134.9   0.0   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin-1-like [Musca domestica]
XP_0051769601        -          CLIPA                -            3.6e-39  134.4   0.0   5.2e-39  133.9   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin epsilon-like [Musca domestica]
XP_0051769591        -          CLIPA                -            6.4e-39  133.6   0.0   8.8e-39  133.2   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: vitellin-degrading protease-like [Musca domestica]
XP_0051898631        -          CLIPA                -            8.9e-39  133.1   0.1     1e-38  132.9   0.1   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin delta/gamma-like [Musca domestica]
XP_0051919421        -          CLIPA                -            8.9e-39  133.1   0.1     1e-38  132.9   0.1   1.0   1   0   0   1   1   1   1 PREDICTED: trypsin delta/gamma-like [Musca domestica]
XP_0051817421        -          CLIPA                -            1.7e-38  132.3   0.1   1.9e-38  132.1   0.1   1.0   1   0   0   1   1   1   1 PREDICTED: lectizyme-like [Musca domestica]
XP_0051775691        -          CLIPA                -            1.7e-38  132.2   0.3   2.1e-38  131.9   0.3   1.0   1   0   0   1   1   1   1 PREDICTED: lectizyme-like [Musca domestica]
XP_0051776311        -          CLIPA                -            1.9e-38  132.1   0.0   2.6e-38  131.6   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: kallikrein-7-like [Musca domestica]
XP_0051794841        -          CLIPA                -            2.1e-38  131.9   1.5   3.7e-38  131.1   1.4   1.3   1   1   0   1   1   1   1 PREDICTED: chymotrypsin-2-like [Musca domestica]
XP_0051794851        -          CLIPA                -            2.7e-38  131.6   0.8   3.4e-38  131.2   0.8   1.0   1   0   0   1   1   1   1 PREDICTED: chymotrypsin-1-like [Musca domestica]
XP_0051751421        -          CLIPA                -            2.7e-38  131.6   0.0   3.7e-38  131.1   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin 5G1-like [Musca domestica]
XP_0051794961        -          CLIPA                -            2.7e-38  131.5   0.0   3.3e-38  131.3   0.0   1.0   1   0   0   1   1   1   1 PREDICTED: chymotrypsin-1-like [Musca domestica]
XP_0051853521        -          CLIPA                -            4.1e-38  131.0   0.1   6.6e-38  130.3   0.1   1.2   1   0   0   1   1   1   1 PREDICTED: trypsin-1-like [Musca domestica]
XP_0051750551        -          CLIPA                -            4.8e-38  130.8   0.1   5.9e-38  130.5   0.1   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin zeta-like [Musca domestica]
XP_0051895071        -          CLIPA                -            5.1e-38  130.7   0.1   6.3e-38  130.4   0.1   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin zeta-like [Musca domestica]
XP_0051865411        -          CLIPA                -            5.7e-38  130.5   0.8     7e-38  130.2   0.8   1.0   1   0   0   1   1   1   1 PREDICTED: serine proteases 1/2-like [Musca domestica]
XP_0051751401        -          CLIPA                -            6.1e-38  130.4   0.0   8.5e-38  129.9   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin delta/gamma-like [Musca domestica]
XP_0051775701        -          CLIPA                -            9.2e-38  129.8   0.3   1.8e-37  128.9   0.3   1.3   1   1   0   1   1   1   1 PREDICTED: lectizyme-like [Musca domestica]
XP_0051865391        -          CLIPA                -            1.1e-37  129.6   1.2   1.4e-37  129.2   1.2   1.0   1   0   0   1   1   1   1 PREDICTED: serine proteases 1/2-like [Musca domestica]
XP_0051841441        -          CLIPA                -            1.7e-37  128.9   1.2   2.8e-37  128.2   1.2   1.3   1   0   0   1   1   1   1 PREDICTED: trypsin epsilon-like [Musca domestica]
XP_0051751411        -          CLIPA                -            3.3e-37  128.0   0.0   4.2e-37  127.7   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin eta-like [Musca domestica]
XP_0051819091        -          CLIPA                -            3.7e-37  127.8   0.1   5.9e-37  127.2   0.1   1.2   1   0   0   1   1   1   1 PREDICTED: trypsin-1-like [Musca domestica]
XP_0051834211        -          CLIPA                -            3.7e-37  127.8   0.0   4.9e-37  127.4   0.0   1.1   1   0   0   1   1   1   1 PREDICTED: chymotrypsin BI-like [Musca domestica]
XP_0051794871        -          CLIPA                -            5.5e-37  127.3   0.0     7e-37  126.9   0.0   1.0   1   0   0   1   1   1   1 PREDICTED: chymotrypsin-1-like [Musca domestica]
XP_0051870261        -          CLIPA                -            6.6e-37  127.0   0.2   7.9e-37  126.8   0.2   1.1   1   0   0   1   1   1   1 PREDICTED: trypsin beta-like [Musca domestica]
