#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ADAC007671-PA        -          BGBP                 -           3.8e-144  479.8   0.9  4.4e-144  479.6   0.9   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_349:12676-13978:1|gene:ADAC007671
ADAC006970-PA        -          CLIPA                -            4.1e-51  172.9   1.0     6e-51  172.4   1.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_98:112197-113616:-1|gene:ADAC006970
ADAC010636-PA        -          CLIPA                -            1.5e-50  171.1   0.2   1.8e-50  170.8   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_286:88744-89861:1|gene:ADAC010636
ADAC005762-PA        -          CLIPA                -            2.8e-50  170.2   0.2   3.9e-50  169.7   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1678:12529-13817:-1|gene:ADAC005762
ADAC006401-PA        -          CLIPA                -            3.2e-50  170.0   1.2   3.9e-50  169.7   1.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_300:46151-48938:1|gene:ADAC006401
ADAC003602-PA        -          CLIPA                -            3.3e-49  166.6   0.0   1.3e-48  164.6   0.0   1.7   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_322:9754-11095:1|gene:ADAC003602
ADAC004346-PA        -          CLIPA                -            1.6e-48  164.4   0.6   2.3e-48  163.9   0.6   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_200:129362-131075:1|gene:ADAC004346
ADAC004839-PA        -          CLIPA                -            1.6e-48  164.4   0.2     2e-48  164.1   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_272:3977-6249:1|gene:ADAC004839
ADAC002956-PA        -          CLIPA                -            1.9e-48  164.2   0.2   4.8e-34  116.8   0.4   2.4   1   1   1   2   2   2   2 hypothetical protein|protein_coding|scaffold_635:52813-58741:-1|gene:ADAC002956
ADAC010596-PA        -          CLIPA                -            5.9e-47  159.2   0.6   1.7e-46  157.8   0.6   1.6   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1394:9651-17965:-1|gene:ADAC010596
ADAC002420-PA        -          CLIPA                -            1.4e-46  158.0  19.9   3.3e-45  153.5   8.5   3.2   3   0   0   3   3   2   2 hypothetical protein|protein_coding|scaffold_123:35935-41328:1|gene:ADAC002420
ADAC002482-PA        -          CLIPA                -            4.1e-46  156.5   0.0   4.9e-46  156.2   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_137:82116-83880:1|gene:ADAC002482
ADAC007736-PA        -          CLIPA                -            5.9e-46  156.0   0.2     8e-46  155.5   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_708:49495-50349:-1|gene:ADAC007736
ADAC008858-PA        -          CLIPA                -            5.2e-45  152.9   0.2   6.2e-45  152.6   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_44:295900-296932:-1|gene:ADAC008858
ADAC008637-PA        -          CLIPA                -            1.4e-44  151.5   0.1   3.2e-22   78.0   0.0   2.1   1   1   1   2   2   2   2 hypothetical protein|protein_coding|scaffold_642:23949-25515:-1|gene:ADAC008637
ADAC004338-PA        -          CLIPA                -            4.6e-44  149.7   0.2   5.2e-44  149.6   0.2   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_761:49167-50336:1|gene:ADAC004338
ADAC000462-PA        -          CLIPA                -            2.4e-43  147.4   0.1     3e-43  147.1   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_6:452184-453687:-1|gene:ADAC000462
ADAC005259-PA        -          CLIPA                -            3.8e-43  146.8   0.0   4.8e-43  146.4   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_733:40281-41186:-1|gene:ADAC005259
ADAC007894-PA        -          CLIPA                -            4.5e-43  146.5  12.8   7.4e-43  145.8  12.8   1.3   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1495:13788-19270:1|gene:ADAC007894
ADAC008308-PA        -          CLIPA                -            4.7e-43  146.4   0.6   7.3e-43  145.8   0.6   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_948:15923-17131:1|gene:ADAC008308
ADAC004155-PA        -          CLIPA                -            7.9e-43  145.7   0.0     1e-42  145.3   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_236:77417-78414:1|gene:ADAC004155
ADAC006856-PA        -          CLIPA                -              2e-42  144.4   0.0   2.5e-42  144.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1800:6995-7995:-1|gene:ADAC006856
ADAC004841-PA        -          CLIPA                -            3.4e-42  143.6   0.1   6.9e-24   83.5   0.0   2.1   1   1   1   2   2   2   2 hypothetical protein|protein_coding|scaffold_272:956-2760:1|gene:ADAC004841
ADAC000483-PA        -          CLIPA                -            5.9e-42  142.8   0.2   6.9e-42  142.6   0.2   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_6:302394-303247:1|gene:ADAC000483
ADAC009326-PA        -          CLIPA                -            6.2e-42  142.8   0.0   9.9e-42  142.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_13:397307-439719:-1|gene:ADAC009326
ADAC000505-PA        -          CLIPA                -            1.1e-41  142.0   0.3   1.4e-41  141.6   0.3   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1698:5778-7366:1|gene:ADAC000505
ADAC000173-PA        -          CLIPA                -            1.8e-41  141.2   0.0   2.3e-41  140.9   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_171:14048-14821:-1|gene:ADAC000173
ADAC002458-PA        -          CLIPA                -              2e-41  141.1   0.0   2.5e-41  140.8   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_101:169801-170688:-1|gene:ADAC002458
ADAC001177-PA        -          CLIPA                -            3.6e-41  140.3   0.0   4.3e-41  140.0   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1485:13016-13893:-1|gene:ADAC001177
ADAC010531-PA        -          CLIPA                -              1e-40  138.8   0.0   4.8e-40  136.6   0.0   1.8   2   0   0   2   2   1   1 hypothetical protein|protein_coding|scaffold_1253:25717-27147:1|gene:ADAC010531
ADAC003333-PA        -          CLIPA                -            1.2e-40  138.5   0.0   1.7e-40  138.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1259:3218-4333:-1|gene:ADAC003333
ADAC004276-PA        -          CLIPA                -            1.7e-40  138.1   0.8     4e-40  136.8   0.8   1.5   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_282:17782-19362:1|gene:ADAC004276
ADAC001530-PA        -          CLIPA                -            3.8e-40  136.9   0.3   7.1e-40  136.0   0.3   1.3   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_276:51482-53960:1|gene:ADAC001530
ADAC007796-PA        -          CLIPA                -            6.6e-40  136.1   0.0   8.6e-40  135.7   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_520:50912-51848:-1|gene:ADAC007796
ADAC000507-PA        -          CLIPA                -            1.8e-39  134.7   0.0   2.4e-39  134.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1698:11559-12923:1|gene:ADAC000507
ADAC004076-PA        -          CLIPA                -            3.3e-39  133.8   1.1   3.9e-39  133.6   1.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_20:47809-48888:1|gene:ADAC004076
ADAC004186-PA        -          CLIPA                -            3.3e-39  133.8   0.0   3.9e-39  133.6   0.0   1.0   1   0   0   1   1   1   1 Chymotrypsin 2 |protein_coding|scaffold_581:59267-60188:-1|gene:ADAC004186
ADAC000504-PA        -          CLIPA                -            4.7e-39  133.3   0.1   6.6e-39  132.8   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1698:8279-10015:1|gene:ADAC000504
ADAC000463-PA        -          CLIPA                -            2.1e-38  131.2   2.5   2.8e-38  130.8   2.5   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_6:456562-458030:1|gene:ADAC000463
ADAC000858-PA        -          CLIPA                -            2.1e-38  131.2   0.0   2.8e-38  130.8   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1492:1486-2394:-1|gene:ADAC000858
ADAC004582-PA        -          CLIPA                -            2.4e-38  131.0  15.3   6.8e-35  119.6  15.2   3.8   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_107:41535-43905:-1|gene:ADAC004582
ADAC002729-PA        -          CLIPA                -            4.1e-38  130.2   0.1   5.1e-38  129.9   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_17:236252-237373:1|gene:ADAC002729
ADAC000482-PA        -          CLIPA                -            5.7e-38  129.7   0.0   7.5e-38  129.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_6:301184-302040:1|gene:ADAC000482
ADAC000856-PA        -          CLIPA                -            6.6e-38  129.5   0.0     9e-38  129.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1492:12905-13894:1|gene:ADAC000856
ADAC002728-PA        -          CLIPA                -            1.5e-37  128.3   0.2     2e-37  128.0   0.2   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_17:480770-481945:1|gene:ADAC002728
ADAC002457-PA        -          CLIPA                -              2e-37  128.0   0.0   2.3e-37  127.7   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_101:168071-169035:1|gene:ADAC002457
ADAC007187-PA        -          CLIPA                -            5.5e-37  126.5   0.0   6.1e-37  126.4   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_769:34698-35332:1|gene:ADAC007187
ADAC007437-PA        -          CLIPA                -            6.8e-37  126.2   0.0   8.8e-37  125.8   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_935:7989-10078:-1|gene:ADAC007437
ADAC007905-PA        -          CLIPA                -            9.8e-37  125.7   0.3   1.3e-36  125.3   0.3   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1050:15849-17070:1|gene:ADAC007905
ADAC009613-PA        -          CLIPA                -            1.4e-36  125.2   0.2     4e-34  117.1   0.0   2.9   3   0   0   3   3   2   1 hypothetical protein|protein_coding|scaffold_54:130063-132858:-1|gene:ADAC009613
ADAC003700-PA        -          CLIPA                -            1.5e-36  125.1   0.8   3.8e-13   48.2   0.0   5.0   5   1   0   6   6   4   3 hypothetical protein|protein_coding|scaffold_179:16424-19916:-1|gene:ADAC003700
ADAC001529-PA        -          CLIPA                -            2.2e-36  124.6   0.0   2.2e-36  124.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_276:47963-50940:1|gene:ADAC001529
ADAC002027-PA        -          CLIPA                -            3.4e-36  123.9   0.0   5.1e-36  123.3   0.0   1.2   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1110:30448-31682:1|gene:ADAC002027
ADAC002330-PA        -          CLIPA                -            4.7e-36  123.5  10.7   3.4e-13   48.4   0.3   5.2   4   2   0   4   4   4   3 hypothetical protein|protein_coding|scaffold_1968:2168-4612:1|gene:ADAC002330
ADAC005935-PA        -          CLIPA                -            5.6e-36  123.2   0.0   7.7e-36  122.8   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_481:43652-56676:1|gene:ADAC005935
