ogs	desc	musDom	gloMor	droMel	droYak	droAna	droPse	droWil	droMoj	droVir	anoGam	anoDar	anoSte	aedAeg	culQui
10708	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10717	none	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1072.1	none	1	1	1	1	1	1	2	1	1	1	1	1	1	1
10729	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1073	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10733	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10736	none	2	1	1	1	1	1	1	1	1	1	0	1	1	1
10746	none	1	1	1	1	1	1	1	1	1	1	1	1	1	5
10755	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10756	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10759	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1076	none	1	1	1	1	1	1	1	1	2	4	3	4	3	5
10762	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10766	none	36	2	18	18	20	16	18	12	14	42	15	20	62	92
10767	none	1	2	1	1	1	1	1	1	1	1	0	1	0	1
10782	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10790	none	1	1	1	1	1	2	1	1	1	1	1	1	1	0
10798	none	1	1	1	2	1	1	1	1	1	1	1	2	2	1
1080	none	1	1	2	1	1	2	1	2	2	1	1	1	1	1
10806	none	1	1	1	1	1	0	1	1	1	1	1	2	1	2
1081	none	4	1	1	1	1	1	1	1	1	1	1	1	2	1
10821	none	2	2	2	2	1	1	1	1	1	1	1	1	1	1
10823	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10824	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
10826	none	1	1	1	1	1	1	1	1	1	1	1	0	1	1
10827	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1083	none	1	1	1	1	1	1	1	1	2	1	1	1	2	2
10830	none	2	1	1	1	3	1	1	1	1	1	1	1	1	1
10833	none	3	2	2	2	1	1	1	1	1	1	1	1	2	1
10835	none	1	1	1	1	1	1	1	1	1	1	1	1	1	3
1084	none	1	1	1	1	1	1	1	1	1	2	1	2	1	1
10842	none	1	3	1	1	2	1	1	1	1	1	1	1	2	1
10847.1	none	3	3	1	1	2	1	1	2	1	3	2	2	1	2
10847.2	none	3	2	1	1	1	1	1	2	2	2	3	2	2	5
10848	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10860	none	3	2	4	4	4	3	3	5	3	2	2	2	6	7
10862	none	1	1	2	2	2	2	2	2	2	1	1	1	1	1
10881	none	1	1	1	1	1	1	1	1	1	2	1	1	2	2
10883	none	1	1	1	1	1	1	1	1	1	1	1	1	1	3
10884	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10891	none	2	1	2	3	4	6	4	4	5	1	1	1	1	1
10909	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1091	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10910	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10912.1	none	4	1	3	3	4	3	3	2	2	2	2	2	3	4
10914	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10916	none	1	1	1	1	1	1	1	1	1	1	1	1	1	0
10920	none	1	1	1	1	1	1	1	1	1	3	3	3	3	3
10922.1	none	1	7	1	0	0	1	1	1	1	3	3	4	6	3
10922.2	none	1	1	2	2	2	2	2	2	2	1	1	1	1	1
10925	none	1	1	1	1	1	1	1	1	1	2	2	6	2	4
1093	none	1	1	1	1	1	1	1	1	1	0	1	1	1	1
10931	none	2	1	2	2	2	2	2	2	2	1	1	1	1	1
10939	none	1	1	1	1	1	1	1	1	1	1	1	1	1	5
10943	none	1	1	1	1	1	1	1	1	1	1	1	1	1	0
10946	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10950.2	none	2	4	1	1	1	1	1	1	1	1	1	1	2	1
10960	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10976	none	1	1	2	2	2	2	2	2	2	1	1	1	1	4
10991	none	1	3	1	1	1	1	1	1	1	1	1	1	1	0
10992	none	1	1	1	1	1	1	1	1	1	1	1	1	1	0
10998	none	1	3	1	1	1	1	1	1	1	1	1	1	1	2
11000	none	8	4	7	6	6	7	10	7	7	6	6	5	11	7
11001	none	1	1	1	1	1	1	1	1	1	1	1	1	1	5
11003	none	1	1	1	1	1	1	1	1	1	1	1	2	1	3
11007	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11013	none	1	2	1	1	1	3	1	1	1	1	1	1	1	1
11026	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11035	none	1	2	1	1	1	1	1	1	1	1	1	1	1	2
11046.1	none	1	1	1	2	2	2	2	2	2	1	1	1	1	3
11048	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1105	none	1	1	1	1	1	1	1	1	1	1	1	0	1	1
11054	none	1	1	1	1	1	2	1	1	1	1	1	1	1	1
11058	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
11059	none	1	1	1	1	1	2	1	1	1	1	0	1	2	1
11063	none	1	1	1	1	1	1	1	1	1	1	0	2	2	2
11064	none	1	1	1	1	1	2	1	1	1	1	1	1	1	1
11071	none	1	1	1	1	1	1	1	1	2	1	2	1	2	2
11079	none	2	1	1	1	1	1	1	1	1	0	1	2	1	2
11084	none	1	1	1	1	1	1	1	1	1	0	1	1	0	1
1111	none	1	1	1	1	1	1	1	1	1	2	2	2	2	3
11111	none	1	1	1	1	1	2	1	1	1	1	1	1	1	1
11132	none	1	1	1	1	1	1	1	1	1	1	0	1	1	0
11133	none	1	2	1	1	1	1	1	1	1	1	1	1	1	2
11134	none	1	1	1	1	1	1	1	1	1	1	1	1	0	1
11139	none	1	1	1	2	1	1	1	1	1	1	0	1	1	1
1114	none	2	3	1	1	1	1	1	1	1	1	1	1	1	1
11146	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11152	none	1	1	1	1	1	1	1	1	1	1	0	0	1	1
11163	none	1	1	1	1	1	1	1	1	1	1	1	1	2	2
11165.2	none	3	2	1	1	1	1	1	1	1	1	1	4	1	2
11173	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11181.1	none	1	1	1	1	2	1	1	2	1	2	3	2	1	5
11183	none	1	1	1	1	1	1	1	1	1	2	0	1	1	1
11201	none	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1121	none	1	1	1	1	3	1	1	1	1	1	0	1	1	1
11216	none	1	1	1	1	1	1	1	1	1	1	0	1	1	2
11234	none	1	1	1	1	1	1	1	1	1	1	0	1	1	2
1124	none	1	1	1	1	2	3	2	2	1	2	1	1	1	1
11241	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11246	none	3	1	1	1	1	1	1	1	1	1	1	1	1	1
11252	none	1	1	1	1	1	1	1	0	1	1	1	1	1	2
11255	none	1	1	1	1	1	1	1	1	1	2	1	1	1	1
11256	none	1	1	3	3	3	3	3	3	3	1	1	1	1	1
11257	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11265	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11268	none	1	1	1	1	1	1	1	1	1	1	1	1	1	3
11277	none	1	1	1	1	1	1	1	2	1	3	2	2	2	3
11289	none	1	1	1	1	1	2	1	1	1	0	1	1	1	1
11291	none	1	1	1	1	1	1	1	1	1	1	1	1	2	3
11298	none	1	1	2	2	2	2	2	2	2	1	1	1	1	1
113	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11301	none	1	1	2	2	2	2	2	2	2	1	1	1	1	1
11302	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11306	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11314	none	1	1	1	1	1	1	1	1	1	1	2	2	1	1
11323	none	1	1	1	1	1	1	1	1	1	1	1	0	1	1
11328	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
11331	none	1	1	1	1	1	1	1	1	1	2	1	1	1	1
11337	none	1	1	1	2	1	1	1	2	1	1	1	1	1	1
11342	none	1	0	3	3	2	2	1	1	1	1	2	2	1	3
11353	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
11366	none	1	1	1	1	1	2	1	1	1	1	0	0	1	2
11373	none	3	2	2	2	2	2	2	3	2	1	1	1	1	1
11374	none	1	1	1	1	1	0	1	1	1	1	1	1	1	1
11376	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
11378	none	1	1	2	2	2	0	1	1	1	2	1	1	1	1
11379	none	1	1	1	1	1	1	1	1	2	1	1	1	1	1
11380	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11384	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
11388	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11393	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
11395	none	1	2	1	1	1	1	1	1	1	1	1	1	1	2
11398	none	1	1	1	1	1	1	1	1	1	1	1	2	1	1
11402	none	1	1	1	1	1	1	1	1	1	1	1	1	1	0
11406	none	1	1	1	1	1	2	1	1	1	1	1	2	1	1
11413.2	none	3	4	1	1	1	1	1	1	1	1	1	1	1	2
11417	none	1	2	1	0	1	1	1	1	1	1	1	1	1	1
11419.1	none	2	1	2	2	3	3	5	2	3	1	0	0	1	5
11419.2	none	1	4	1	1	1	1	1	2	2	1	0	0	1	1
1142	none	1	1	1	1	1	1	1	1	1	2	1	1	1	1
11421	none	1	1	1	1	0	1	1	1	1	1	1	1	2	1
11430	none	1	1	1	1	1	1	1	1	1	2	1	1	2	1
11432	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11434	none	1	1	1	1	2	3	1	1	1	1	1	1	1	1
11439	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
11467	none	1	1	1	2	1	1	1	1	1	1	1	1	1	2
11469	none	1	1	1	1	1	1	1	1	1	1	1	1	0	1
11473	none	2	2	1	2	1	1	1	1	1	1	1	1	1	1
11490	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1150	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1151	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
11511	none	1	1	1	1	2	1	1	1	1	1	1	1	1	1
11513	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11514	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1152	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11521	none	1	2	1	1	1	2	6	1	1	3	3	3	4	7
11528	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11531	none	7	6	4	5	4	5	5	2	2	4	2	4	7	9
11535	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11537	none	1	1	1	1	1	1	1	2	1	1	1	1	1	1
11539	none	1	1	1	1	1	1	1	1	1	1	0	0	1	1
11545	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
11563	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
11564	none	1	1	1	1	1	1	1	1	1	1	1	1	1	3
11565	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11572	none	2	1	2	2	2	3	2	2	2	1	1	1	1	1
1158	none	1	1	1	7	1	1	2	1	1	1	1	1	1	1
11584.1	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11584.2	none	1	1	1	1	1	1	1	1	1	1	1	2	1	2
116	none	1	1	1	1	1	1	1	1	1	1	0	1	1	11
11605	none	1	1	1	1	1	1	1	1	1	2	1	2	1	2
11608	none	1	1	1	1	1	1	1	1	1	1	1	1	2	2
11610	none	1	1	2	2	2	1	1	1	1	1	1	1	1	2
11616	none	1	2	1	1	1	1	1	1	1	1	1	2	2	2
11626.1.1.1	none	4	4	3	5	3	3	3	3	3	2	1	1	1	1
11626.1.1.2	none	1	3	4	4	6	4	5	4	4	2	0	6	1	4
11626.1.2	none	1	1	1	1	1	1	1	1	1	1	1	2	2	4
11626.2	none	7	2	3	3	3	3	3	3	3	2	1	1	2	2
11627	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
11634	none	2	2	2	2	1	2	2	2	2	1	1	1	1	1
11638	none	1	1	1	1	1	1	1	1	1	2	1	1	1	1
11640	none	1	1	1	3	1	1	1	1	1	1	2	4	1	1
11651	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11653	none	1	1	1	1	1	1	2	1	1	1	1	1	1	1
11654	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
11657	none	2	6	2	1	2	2	2	1	2	1	1	1	1	1
11665	none	1	1	2	2	2	2	2	2	2	1	1	1	1	2
11672	none	1	1	1	1	0	1	1	1	1	1	1	1	1	1
11674	none	1	1	1	1	1	1	1	1	1	1	1	1	3	1
11686	none	1	1	1	1	1	1	1	1	1	1	2	1	1	1
11691	none	2	1	0	0	0	0	1	1	0	1	0	1	1	1
11694	none	1	1	1	2	3	1	1	1	1	1	1	1	1	1
11695	none	1	2	1	1	1	1	1	1	1	1	1	1	1	2
11696	none	2	5	1	1	2	1	1	1	1	1	2	1	1	1
1170	none	1	1	1	1	1	2	1	1	1	1	1	1	1	1
11700	none	1	1	1	1	1	1	1	1	1	1	2	1	3	1
11709	none	1	2	1	1	1	1	1	1	1	2	1	1	1	2
1172	none	1	2	1	1	1	1	1	1	1	1	1	2	2	1
11725	none	1	1	1	1	1	1	1	1	1	2	2	1	2	3
11730	none	1	1	0	1	1	1	0	1	1	1	0	1	1	0
11732	none	1	1	1	1	1	1	1	1	1	1	1	1	0	1
11740	none	3	3	2	2	2	2	2	3	2	2	1	2	5	7
11744	none	1	2	2	2	2	2	2	1	1	1	1	1	1	1
11750	none	1	1	1	1	1	1	1	1	1	1	1	1	2	2
11751	none	1	1	1	1	2	1	1	1	1	1	1	1	1	1
11758	none	4	1	1	1	1	1	1	1	1	1	1	1	1	1
11759	none	1	1	3	1	1	1	2	1	1	1	1	1	1	2
11766	none	4	2	2	2	2	2	2	2	2	1	1	1	2	4
11769	none	2	1	1	1	1	1	2	1	1	1	0	1	1	1
11779	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11780	none	1	5	1	1	1	1	1	1	1	1	1	1	1	1
11781	none	1	1	1	1	1	1	1	1	1	1	1	2	1	2
11801	none	1	2	1	1	1	1	1	1	1	1	1	1	2	1
11802	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
11809	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11812	none	1	8	1	2	3	2	1	2	2	1	1	1	1	1
11818	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11828	none	1	1	1	1	1	1	1	1	1	0	1	1	1	1
11838	none	3	2	1	1	1	1	1	1	1	1	1	2	1	2
11843	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11848	none	43	11	37	39	38	32	44	37	30	21	16	11	20	31
11858	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
11859	none	1	4	1	1	1	2	1	1	1	1	1	1	1	1
11868	none	1	1	1	1	1	1	1	1	1	1	1	1	2	2
1187	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11876	none	1	1	1	3	2	1	2	2	2	1	2	1	1	1
11877	none	1	1	1	1	1	1	1	1	1	1	1	2	1	0
11880	none	1	1	1	1	1	1	1	1	1	1	1	1	1	3
11890	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11899	none	1	1	1	1	1	1	2	1	1	1	2	1	1	1
11906	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11909	none	1	1	1	1	1	1	1	1	1	1	1	1	2	2
11913	none	1	1	1	1	1	1	2	1	1	1	1	1	1	2
11917	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
11931	none	1	1	1	1	1	1	1	1	1	1	0	1	1	0
11935	none	1	1	1	1	1	1	1	1	1	3	1	1	1	1
11956	none	1	2	2	3	1	1	1	1	1	1	1	1	1	1
1196	none	1	1	1	1	1	1	2	1	1	1	1	1	3	1
11964	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11967	none	1	1	1	1	1	1	1	1	1	1	0	1	1	2
1197	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
11978	none	1	2	1	2	1	2	1	1	1	1	1	1	2	2
11979	none	1	1	1	1	2	1	1	1	1	1	1	1	1	1
11981	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11989	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11992	none	1	1	1	2	1	1	1	1	1	1	1	0	1	1
1200	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
12000	none	1	3	1	1	1	1	1	1	1	1	1	1	1	2
12005	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12014	none	1	5	1	1	1	1	1	1	1	2	1	1	1	1
1202	none	2	1	1	1	1	2	1	2	1	3	0	3	1	2
12025	none	2	1	1	1	1	1	1	1	1	1	1	1	1	2
12029	none	1	1	1	1	1	1	1	1	1	1	1	1	3	4
12034	none	1	1	1	1	1	1	1	1	1	1	1	1	2	10
12042.1	none	9	8	10	12	10	12	9	12	11	7	6	6	10	20
12043	none	1	1	1	1	2	1	1	1	1	1	1	1	1	2
12048	none	1	1	1	1	1	1	1	1	1	1	1	2	2	1
12049	none	1	2	1	1	2	2	2	2	2	1	1	1	2	2
12056	none	1	1	1	2	1	1	1	1	1	1	1	1	1	2
12061	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
12068	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
12069	none	1	1	1	1	1	1	1	1	1	1	1	0	2	1
12072	none	1	1	1	1	1	1	1	1	1	1	1	1	2	2
12073	none	1	1	1	1	1	1	1	1	1	1	0	2	1	2
12101	none	1	1	1	1	1	1	1	1	1	1	1	1	2	4
12103.1	none	1	2	2	2	2	3	2	3	2	4	4	4	7	4
12103.2	none	1	1	1	1	1	1	1	1	1	2	2	2	2	2
12104	none	1	1	1	1	1	1	1	1	1	5	1	1	1	1
12118	none	2	3	2	2	2	2	2	2	2	1	1	1	1	0
12121	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
12122	none	1	1	1	1	1	1	1	1	1	1	1	0	1	1
12123	none	1	1	3	3	3	3	3	3	3	1	1	1	1	0
12127	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
12128	none	2	1	0	0	1	1	1	1	1	0	1	1	1	1
12132.1	none	1	1	1	1	1	1	1	1	1	1	1	2	0	1
12132.2	none	1	1	1	1	1	1	1	1	2	1	1	1	1	2
12138	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
12145	none	2	3	1	1	1	1	1	1	1	1	1	1	1	2
12159	none	1	2	1	1	1	1	1	1	1	1	1	1	1	2
12161	none	1	1	1	1	1	1	1	1	1	2	1	1	1	0
12163	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
12165	none	2	3	2	2	2	2	2	2	2	7	5	5	16	4
12176	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
12179	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
12191	none	1	1	1	1	1	1	1	1	1	1	1	1	1	10
12193	none	1	1	1	2	1	1	1	1	1	1	1	1	1	2
12203	none	2	1	1	1	1	1	1	1	1	1	1	1	1	0
12210	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12214	none	1	1	1	1	1	1	1	1	1	1	1	2	1	1
12219	none	1	1	1	1	1	1	1	1	1	1	1	1	0	1
