ogs	desc	musDom	gloMor	droMel	droYak	droAna	droPse	droWil	droMoj	droVir	anoGam	anoDar	anoSte	aedAeg	culQui
10357	none	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1036	none	2	3	2	2	2	2	2	2	2	1	1	1	1	1
10363	none	1	0	1	1	1	1	1	1	1	1	1	1	2	0
10365	none	1	2	1	1	1	1	1	1	1	1	0	1	1	1
10367	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10383	none	1	0	0	0	0	0	0	0	0	0	1	0	0	0
10384.1	none	1	1	0	0	0	0	1	0	0	0	0	0	1	1
10384.2.1.1.1	none	9	3	9	13	8	15	4	6	21	10	4	8	14	27
10384.2.1.1.2.1.1.1.1.2	none	1	2	1	1	1	1	1	1	1	5	3	3	7	8
10384.2.1.1.2.1.1.1.2	none	3	0	0	0	0	0	0	0	0	1	0	1	8	2
10384.2.1.1.2.1.1.2.1	none	0	1	0	0	0	0	0	1	0	3	1	2	16	20
10384.2.1.1.2.1.1.2.2.1	none	2	2	0	0	0	0	0	0	0	0	0	0	3	5
10384.2.1.1.2.1.1.2.2.2.1	none	1	0	0	0	0	0	0	0	0	0	0	0	9	0
10384.2.1.1.2.1.1.2.2.2.2	none	2	2	0	1	1	1	1	0	0	1	1	0	1	2
10384.2.1.1.2.2	none	0	0	0	0	1	6	0	0	1	4	1	1	3	17
10384.2.1.2.1	none	0	1	0	0	0	0	0	0	0	1	0	2	4	0
10384.2.1.2.2	none	1	0	0	0	0	0	0	0	0	0	0	0	11	1
10384.2.2	none	1	1	0	0	0	0	0	0	0	0	0	0	1	1
1039	none	2	1	1	1	1	1	1	1	1	1	1	0	0	0
10390	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
10397	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10401.1	none	1	1	1	1	1	1	1	1	1	1	1	2	1	1
10406	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1042	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10420	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10421	none	0	0	0	0	0	0	0	0	1	0	0	0	0	2
1043	none	1	2	1	1	1	1	3	1	1	1	1	1	1	5
10447	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10450	none	1	2	1	2	1	1	1	1	1	1	1	1	1	1
10456	none	1	1	1	1	1	1	1	2	1	1	1	1	1	1
10464	none	1	0	1	2	1	1	1	1	1	1	1	1	1	2
10466	none	1	2	1	1	1	1	1	1	1	1	2	0	2	1
10467	none	1	1	1	1	1	1	1	1	1	0	0	1	0	0
1047	none	1	1	1	1	1	1	2	1	1	1	1	1	2	2
10471	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10472	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10473	none	0	0	0	1	1	0	0	1	0	0	1	0	0	0
10474	none	4	0	3	3	6	4	2	6	7	4	3	0	1	1
10481	none	1	1	1	1	1	1	1	1	1	1	1	1	1	8
10483	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10484	none	1	2	1	1	1	1	1	1	1	1	1	1	2	1
10488	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10492	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10496	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10498	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
10501.1	none	1	0	1	1	1	1	1	1	1	0	0	0	1	1
10505	none	0	1	1	1	1	1	4	1	1	0	0	1	0	0
10508	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10519	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10526	none	1	1	1	2	1	1	1	1	1	1	1	1	2	1
10531	none	0	1	0	0	0	0	0	0	0	1	1	1	1	1
10532	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10534	none	1	1	1	1	1	1	1	1	1	2	1	1	2	1
10544	none	0	0	0	1	0	0	0	0	0	0	0	0	1	2
10552	none	1	0	1	1	1	1	1	1	1	2	1	1	1	1
10553	none	1	0	1	2	1	1	1	1	1	1	1	1	1	2
10558.2	none	1	1	1	1	1	1	1	1	1	1	0	1	1	2
10560	none	2	1	1	1	1	1	1	1	1	1	2	2	1	2
10563	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10566	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10567	none	1	1	1	1	1	1	1	2	1	1	1	1	1	1
1057	none	1	1	1	1	1	1	1	1	1	1	1	0	1	1
10571	none	1	1	1	1	2	1	1	1	1	1	1	1	1	1
10572	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10576	none	0	1	0	0	0	0	0	0	0	0	1	1	1	1
10578	none	1	4	1	1	1	1	1	1	1	2	1	1	1	1
10583	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10591	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
106	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10601	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10610	none	1	1	1	1	1	1	2	1	1	2	1	1	1	2
10611	none	1	1	1	1	1	1	1	2	2	1	1	1	1	2
10615	none	11	5	3	3	3	3	3	4	3	4	4	5	10	24
10619	none	1	0	3	1	1	1	1	1	1	1	0	1	0	1
10622	none	1	1	1	1	1	1	1	1	1	1	1	1	2	2
10623	none	18	1	3	2	3	5	3	2	3	0	0	0	0	1
10626	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10630	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10634	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10635	none	1	1	1	1	1	1	1	1	1	1	1	1	2	0
10643	none	3	1	1	1	1	1	1	2	2	1	1	1	1	1
10647	none	1	1	1	2	1	1	1	3	2	0	0	0	1	2
10652	none	1	1	1	1	1	1	1	1	1	1	0	0	0	0
10653	none	1	0	0	0	0	0	0	0	0	1	1	1	1	1
10654	none	1	1	1	1	1	1	1	1	1	1	1	1	2	5
10656	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10663	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10670	none	1	1	1	1	1	1	2	1	1	1	1	1	1	1
10679	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10682	none	2	3	2	0	0	2	0	0	0	1	1	1	1	1
10688.1	none	1	0	1	1	1	1	1	1	1	1	2	1	1	0
10688.2	none	1	1	1	1	1	1	1	1	1	1	1	1	1	3
10692	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10701	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10704	none	1	1	1	1	1	1	1	1	1	0	0	0	0	1
10706	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10707	none	1	0	1	1	1	1	1	1	0	1	0	1	0	0
10708	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1072.1	none	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1072.2	none	1	0	1	1	1	1	1	1	1	3	4	3	3	4
10724	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10729	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1073	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10733	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10736	none	2	1	1	1	1	1	1	1	1	1	0	1	1	1
10745	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10746	none	1	1	1	1	1	1	1	1	1	1	1	1	1	5
10750	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10756	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1076	none	1	1	1	1	1	1	1	1	2	4	3	4	3	5
10767	none	1	2	1	1	1	1	1	1	1	1	0	1	0	1
10768	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10798	none	1	1	1	2	1	1	1	1	1	1	1	2	2	1
108	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1080	none	1	1	2	1	1	2	1	2	2	1	1	1	1	1
10806	none	1	1	1	1	1	0	1	1	1	1	1	2	1	2
10808	none	1	0	1	1	1	1	1	1	1	1	1	1	1	2
10809	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1081	none	4	1	1	1	1	1	1	1	1	1	1	1	2	1
10810	none	1	1	1	0	1	2	1	1	1	0	0	0	1	1
10811	none	2	0	2	2	2	2	2	2	2	5	0	2	3	7
10820	none	0	0	0	1	1	1	1	0	0	1	1	1	2	1
10824	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
10826	none	1	1	1	1	1	1	1	1	1	1	1	0	1	1
1083	none	1	1	1	1	1	1	1	1	2	1	1	1	2	2
10830	none	2	1	1	1	3	1	1	1	1	1	1	1	1	1
10833	none	3	2	2	2	1	1	1	1	1	1	1	1	2	1
10835	none	1	1	1	1	1	1	1	1	1	1	1	1	1	3
1084	none	1	1	1	1	1	1	1	1	1	2	1	2	1	1
10842	none	1	3	1	1	2	1	1	1	1	1	1	1	2	1
10843	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10845	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
10847.1	none	3	3	1	1	2	1	1	2	1	3	2	2	1	2
10847.2	none	3	2	1	1	1	1	1	2	2	2	3	2	2	5
10848	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1085	none	1	0	1	2	1	1	1	1	1	1	2	1	1	1
10860	none	3	2	4	4	4	3	3	5	3	2	2	2	6	7
10876	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10882	none	0	1	0	0	0	0	0	0	0	0	1	1	1	0
10883	none	1	1	1	1	1	1	1	1	1	1	1	1	1	3
10884	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10886	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10887	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10891	none	2	1	2	3	4	6	4	4	5	1	1	1	1	1
10895	none	1	0	0	0	0	0	0	0	0	0	0	1	1	1
1091	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10910	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10911	none	0	0	0	0	0	0	0	0	1	1	0	1	1	1
10912.1	none	4	1	3	3	4	3	3	2	2	2	2	2	3	4
10912.2	none	1	1	1	1	1	1	1	1	1	0	0	0	1	2
10914	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
10916	none	1	1	1	1	1	1	1	1	1	1	1	1	1	0
10920	none	1	1	1	1	1	1	1	1	1	3	3	3	3	3
10922.1	none	1	7	1	0	0	1	1	1	1	3	3	4	6	3
10922.2	none	1	1	2	2	2	2	2	2	2	1	1	1	1	1
10925	none	1	1	1	1	1	1	1	1	1	2	2	6	2	4
1093	none	1	1	1	1	1	1	1	1	1	0	1	1	1	1
10931	none	2	1	2	2	2	2	2	2	2	1	1	1	1	1
10939	none	1	1	1	1	1	1	1	1	1	1	1	1	1	5
10943	none	1	1	1	1	1	1	1	1	1	1	1	1	1	0
10946	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10950.1	none	1	0	1	1	1	1	1	2	1	1	1	1	1	1
10950.2	none	2	4	1	1	1	1	1	1	1	1	1	1	2	1
10960	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10975	none	1	1	1	1	1	1	1	1	1	1	0	1	0	0
10976	none	1	1	2	2	2	2	2	2	2	1	1	1	1	4
10978	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10982	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10988	none	0	0	1	1	1	1	1	1	1	0	0	0	1	2
10991	none	1	3	1	1	1	1	1	1	1	1	1	1	1	0
10992	none	1	1	1	1	1	1	1	1	1	1	1	1	1	0
10996	none	1	1	1	2	1	1	1	1	1	1	1	1	1	0
11	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	none	8	4	7	6	6	7	10	7	7	6	6	5	11	7
11001	none	1	1	1	1	1	1	1	1	1	1	1	1	1	5
11003	none	1	1	1	1	1	1	1	1	1	1	1	2	1	3
11009	none	2	1	1	1	0	1	1	1	1	1	0	1	0	0
11013	none	1	2	1	1	1	3	1	1	1	1	1	1	1	1
11014	none	1	0	1	1	1	1	1	1	1	1	1	0	1	1
11020	none	3	0	0	0	0	0	0	0	0	1	2	2	0	2
11026	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11031	none	3	0	1	1	1	1	1	1	1	1	1	0	1	1
11034	none	1	1	1	1	1	1	1	1	1	1	3	1	1	2
11035	none	1	2	1	1	1	1	1	1	1	1	1	1	1	2
11041	none	1	1	1	0	0	1	3	0	0	1	1	1	1	1
11046.2	none	0	1	0	0	0	0	0	0	0	0	0	1	1	1
11048	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1105	none	1	1	1	1	1	1	1	1	1	1	1	0	1	1
11054	none	1	1	1	1	1	2	1	1	1	1	1	1	1	1
11055	none	1	0	1	1	1	1	1	1	1	1	1	0	1	2
11058	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
11059	none	1	1	1	1	1	2	1	1	1	1	0	1	2	1
11064	none	1	1	1	1	1	2	1	1	1	1	1	1	1	1
11069	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11070	none	1	0	1	1	1	1	1	1	1	1	1	0	1	1
11071	none	1	1	1	1	1	1	1	1	2	1	2	1	2	2
11080	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11096	none	0	1	1	0	0	0	0	0	0	1	1	0	1	1
11100	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11104	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1111	none	1	1	1	1	1	1	1	1	1	2	2	2	2	3
11111	none	1	1	1	1	1	2	1	1	1	1	1	1	1	1
11113	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11116	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11121	none	1	1	1	1	0	1	1	1	1	1	1	0	1	1
11129	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11132	none	1	1	1	1	1	1	1	1	1	1	0	1	1	0
11133	none	1	2	1	1	1	1	1	1	1	1	1	1	1	2
11134	none	1	1	1	1	1	1	1	1	1	1	1	1	0	1
11139	none	1	1	1	2	1	1	1	1	1	1	0	1	1	1
1114	none	2	3	1	1	1	1	1	1	1	1	1	1	1	1
11142	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
11146	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11149.1	none	1	0	0	0	0	0	0	0	0	0	0	1	0	0
11149.2	none	0	1	1	2	1	2	1	1	1	1	1	1	1	1
11152	none	1	1	1	1	1	1	1	1	1	1	0	0	1	1
11155	none	1	0	2	2	2	2	2	1	1	1	1	1	1	2
11163	none	1	1	1	1	1	1	1	1	1	1	1	1	2	2
11165.1	none	0	1	0	0	0	0	0	0	0	0	0	1	0	2
11165.2	none	3	2	1	1	1	1	1	1	1	1	1	4	1	2
11175	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11176	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1118	none	1	0	1	1	2	1	1	1	1	1	1	0	1	1
11181.1	none	1	1	1	1	2	1	1	2	1	2	3	2	1	5
11181.2	none	0	1	1	0	0	1	2	0	0	1	1	2	2	3
11183	none	1	1	1	1	1	1	1	1	1	2	0	1	1	1
11189	none	1	1	1	1	1	1	1	1	1	0	0	0	0	1
1119	none	0	0	0	0	0	0	0	0	1	0	0	1	0	0
11191	none	0	1	0	0	0	0	0	0	0	0	0	0	1	0
11194	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11197	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11201	none	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1121	none	1	1	1	1	3	1	1	1	1	1	0	1	1	1
11210	none	0	0	0	0	0	0	0	1	1	0	0	0	4	0
11216	none	1	1	1	1	1	1	1	1	1	1	0	1	1	2
11221	none	1	0	0	0	0	0	0	0	0	0	0	0	0	1
11234	none	1	1	1	1	1	1	1	1	1	1	0	1	1	2
11237	none	1	1	1	1	1	1	1	1	1	0	1	0	0	0
1124	none	1	1	1	1	2	3	2	2	1	2	1	1	1	1
11241	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11242.2	none	1	0	1	1	3	1	1	1	1	1	1	1	1	1
11246	none	3	1	1	1	1	1	1	1	1	1	1	1	1	1
11249	none	1	1	1	1	1	1	1	1	1	1	1	1	5	2
11255	none	1	1	1	1	1	1	1	1	1	2	1	1	1	1
11256	none	1	1	3	3	3	3	3	3	3	1	1	1	1	1
11265	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11268	none	1	1	1	1	1	1	1	1	1	1	1	1	1	3
11271	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11274	none	0	1	0	1	1	1	1	1	1	0	1	1	1	1
11277	none	1	1	1	1	1	1	1	2	1	3	2	2	2	3
11285	none	1	0	1	1	1	2	1	1	1	1	1	1	1	3
11287	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1129	none	0	1	0	0	0	0	1	0	0	0	0	1	1	0
11291	none	1	1	1	1	1	1	1	1	1	1	1	1	2	3
11298	none	1	1	2	2	2	2	2	2	2	1	1	1	1	1
113	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1130	none	0	1	1	1	1	1	1	1	1	1	1	1	1	1
11301	none	1	1	2	2	2	2	2	2	2	1	1	1	1	1
11302	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
11303.1.1	none	0	1	1	1	1	1	1	1	1	1	2	1	1	0
11303.1.2	none	1	0	0	0	0	0	0	0	0	1	2	1	2	3
11306	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11308	none	0	1	0	1	1	1	1	1	1	0	1	1	1	1
11310	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11314	none	1	1	1	1	1	1	1	1	1	1	2	2	1	1
11328	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
11330	none	0	1	0	0	0	0	0	0	0	0	1	0	0	0
1134	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
11342	none	1	0	3	3	2	2	1	1	1	1	2	2	1	3
11348	none	0	0	1	0	0	0	0	0	0	1	1	0	1	1
1135	none	0	0	0	0	0	1	0	0	0	0	0	0	0	2
11353	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
11354	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11356	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
11358	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
11366	none	1	1	1	1	1	2	1	1	1	1	0	0	1	2
11373	none	3	2	2	2	2	2	2	3	2	1	1	1	1	1
11374	none	1	1	1	1	1	0	1	1	1	1	1	1	1	1
11375	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
11376	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
11378	none	1	1	2	2	2	0	1	1	1	2	1	1	1	1
11379	none	1	1	1	1	1	1	1	1	2	1	1	1	1	1
11380	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11384	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
11388	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11395	none	1	2	1	1	1	1	1	1	1	1	1	1	1	2
11398	none	1	1	1	1	1	1	1	1	1	1	1	2	1	1
114	none	1	1	1	1	1	2	1	1	1	0	0	0	0	1
11402	none	1	1	1	1	1	1	1	1	1	1	1	1	1	0
11406	none	1	1	1	1	1	2	1	1	1	1	1	2	1	1
11413.1	none	0	2	1	1	1	1	1	1	1	1	1	1	1	1
11413.2	none	3	4	1	1	1	1	1	1	1	1	1	1	1	2
11414	none	1	0	1	1	2	1	2	1	1	1	1	1	1	0
11417	none	1	2	1	0	1	1	1	1	1	1	1	1	1	1
11419.1	none	2	1	2	2	3	3	5	2	3	1	0	0	1	5
11419.2	none	1	4	1	1	1	1	1	2	2	1	0	0	1	1
1142	none	1	1	1	1	1	1	1	1	1	2	1	1	1	1
11421	none	1	1	1	1	0	1	1	1	1	1	1	1	2	1
11422	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11430	none	1	1	1	1	1	1	1	1	1	2	1	1	2	1
11432	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11434	none	1	1	1	1	2	3	1	1	1	1	1	1	1	1
11435	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11436	none	1	1	0	0	0	0	0	0	0	0	0	0	1	1
11439	none	1	1	1	1	1	1	1	1	1	1	0	1	1	1
1144	none	1	1	2	2	1	4	2	2	2	0	0	0	1	1
11440	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11453	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11458	none	0	0	0	1	0	0	0	0	0	3	2	4	2	3
11466	none	1	1	1	1	1	1	1	1	1	0	0	0	1	1
11467	none	1	1	1	2	1	1	1	1	1	1	1	1	1	2
11469	none	1	1	1	1	1	1	1	1	1	1	1	1	0	1
11473	none	2	2	1	2	1	1	1	1	1	1	1	1	1	1
11477	none	1	0	1	1	1	1	1	1	1	1	1	0	1	1
11480	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1150	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
