desc	ogs	musDom	gloMor	droMel	droYak	droAna	droPse	droWil	droMoj	droVir	anoGam	anoDar	anoSte	aedAeg	culQui
none	23664.2.1	1	1	1	1	1	1	1	1	1	0	0	1	0	0
none	23664.2.2	1	1	1	1	1	1	1	1	1	1	1	0	0	1
none	23672	1	0	1	1	1	1	1	1	1	1	1	1	1	2
none	23673	1	2	1	1	1	1	1	1	1	1	1	1	2	1
none	23680	1	1	2	1	1	1	1	1	1	1	0	1	1	3
none	23681	1	1	2	1	1	1	1	1	1	1	1	1	1	1
none	23682	1	2	1	2	1	1	1	1	1	1	1	1	1	1
none	23686	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23693	1	1	1	1	1	1	1	1	1	2	0	1	1	2
none	23695	1	1	1	1	1	2	1	1	1	1	1	1	1	0
none	237	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23702	1	0	1	1	1	1	1	1	1	1	1	1	23	1
none	23706	1	0	1	1	1	1	1	1	1	0	0	0	0	2
none	23708	1	2	2	1	1	1	1	1	1	2	1	2	1	1
none	23709	1	1	1	1	1	1	2	1	1	1	1	1	1	2
none	23710	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23712	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23719	1	1	1	1	1	3	1	1	1	1	1	0	2	1
none	23720	1	1	1	1	1	1	1	1	1	0	1	1	1	0
none	23722	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	23724	1	1	1	1	1	1	1	1	1	1	1	1	1	8
none	23726	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23733	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23735.1	1	1	1	0	1	1	1	1	1	0	0	0	1	8
none	23735.2	3	1	2	3	2	2	2	2	2	7	2	5	15	11
none	23737	4	0	1	1	1	1	1	1	1	1	1	1	1	1
none	23739	1	1	1	1	1	1	1	1	1	2	1	1	1	1
none	2374	1	1	1	2	1	1	1	1	1	1	1	1	1	1
none	23740.1	3	1	1	1	1	1	1	1	1	1	0	1	2	0
none	23740.2	1	1	1	0	1	1	0	1	0	1	1	1	2	1
none	23747	1	1	2	1	1	1	1	1	1	1	1	1	1	2
none	23748	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23749	1	0	0	0	0	0	0	0	0	0	0	0	1	0
none	23751	1	1	2	2	2	2	2	2	2	1	1	1	2	1
none	23755	1	1	1	1	1	1	1	2	1	1	1	1	1	9
none	23759	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23763	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	23774	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23775	5	1	6	7	8	7	6	5	4	1	1	1	1	4
none	23776	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	23778	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23781	1	1	1	1	1	2	1	1	1	1	1	1	1	1
none	23794	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	23796	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2380	2	0	1	1	1	0	1	1	1	1	0	1	1	0
none	2381	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	23814	1	0	1	1	1	1	1	1	2	1	1	1	1	1
none	23815.1	1	1	2	2	3	2	2	2	2	1	1	1	1	1
none	23815.2	1	0	1	1	1	2	1	1	1	1	1	1	1	1
none	23816	2	2	2	2	2	2	2	2	2	2	2	2	3	3
none	23821	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23824	1	1	1	2	1	1	1	1	1	2	1	1	1	1
none	23827	1	2	1	2	1	1	1	1	1	1	1	0	3	1
none	23828	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	23831	1	1	1	1	1	1	1	1	1	1	1	2	1	1
none	23832	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23834	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23839	2	0	0	1	0	0	1	0	0	0	0	0	2	0
none	23841.1	3	1	3	3	5	4	3	3	7	1	3	1	2	1
none	23841.2	3	4	1	2	2	2	2	2	2	8	9	7	7	8
none	23846	1	1	1	1	1	1	1	1	1	1	1	1	1	3
none	23848	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	23850	1	1	1	1	1	1	1	1	1	0	0	2	0	1
none	23853	2	2	1	1	1	1	2	2	2	1	0	1	1	1
none	23855	3	1	1	2	2	2	2	1	2	2	1	1	1	2
none	23856	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23858	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	23860	1	2	1	1	1	1	3	1	1	1	0	1	1	2
none	23861.1	0	1	1	1	1	1	1	1	1	0	1	0	0	0
none	23862	1	1	1	1	1	1	1	1	1	1	1	1	3	1
none	2387	1	1	1	1	1	1	1	1	1	1	1	1	0	2
none	23872	1	0	0	0	0	0	0	0	0	0	1	0	1	1
none	23876	1	2	1	1	1	1	1	2	1	1	2	1	1	1
none	23879	0	0	0	0	0	0	0	1	0	0	0	1	1	4
none	23882	1	0	1	1	1	1	1	1	1	1	1	1	0	1
none	23887	0	0	0	0	1	0	1	1	0	0	0	0	1	7
none	23889	1	1	1	1	1	1	1	1	1	1	3	1	3	1
none	239	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	2390	2	2	2	2	2	2	2	2	2	2	1	2	2	2
none	23901	1	1	1	2	0	1	1	1	1	1	1	1	1	1
none	23902	1	0	1	1	1	1	1	1	1	1	1	1	1	0
none	23906	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	23911	1	2	2	1	1	1	3	1	1	1	1	1	1	2
none	23913	1	1	1	2	1	1	1	1	1	1	1	1	1	2
none	23915	1	0	1	1	1	1	1	1	1	1	2	2	2	2
none	23920	0	1	0	0	1	0	1	1	1	1	0	1	1	0
none	23926.1	0	0	1	1	2	1	1	1	2	1	1	1	1	1
none	23926.2	0	1	0	0	0	0	0	0	0	1	1	1	1	2
none	23928	1	1	1	1	1	1	1	1	1	1	1	1	3	1
none	23930	5	1	1	1	0	1	2	1	0	1	1	2	2	2
none	23932	1	0	3	3	1	1	1	1	1	1	1	1	1	1
none	23934	1	1	2	2	1	1	1	1	1	1	1	1	1	1
none	23935	1	1	1	1	1	1	1	1	1	1	1	1	1	4
none	23937	2	1	3	3	3	3	3	3	3	1	1	1	2	1
none	23939	1	3	1	1	1	1	1	1	1	1	1	1	1	1
none	23941	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	23951	0	0	0	0	0	0	0	3	0	1	0	0	2	4
none	23953	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	23959	1	1	1	1	1	1	1	1	1	2	1	1	1	1
none	23965	1	2	1	1	1	1	1	1	1	1	0	0	1	1
none	2397	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	23971	1	2	1	1	1	1	1	1	1	1	1	1	2	2
none	23983	0	1	1	1	1	1	1	1	1	1	1	1	2	6
none	23984	1	1	1	1	1	1	1	1	1	0	0	0	1	1
none	23990	1	1	1	1	1	1	1	1	1	1	2	1	1	1
none	23991	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	23994	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	24004	2	1	0	0	0	0	0	0	0	0	0	1	0	0
none	24005	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	24007	1	2	1	1	1	1	1	1	1	1	2	2	1	2
none	24012.1	0	2	0	0	0	0	0	0	0	1	1	1	1	1
none	24012.2	1	1	2	3	2	3	2	3	3	1	1	1	1	1
none	24014	2	0	0	0	0	0	0	0	0	0	0	0	0	1
none	24017	1	1	1	2	2	1	2	2	2	2	2	2	2	2
none	2402	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	24022	1	0	2	0	1	1	1	0	0	1	1	1	1	1
none	24024	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24026.1	1	3	1	1	1	1	1	1	1	1	1	1	3	2
none	24026.2	1	1	1	1	1	1	1	1	1	1	2	3	2	3
none	2403	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24031.1	1	1	1	1	1	2	2	2	2	1	1	1	1	1
none	24031.2	1	1	2	2	1	1	1	1	1	1	1	1	1	1
none	24033	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	24034	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24037	2	1	1	1	1	2	1	1	1	1	1	1	3	1
none	24045	1	2	2	2	2	2	2	2	2	2	1	1	2	3
none	24046	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24049	1	1	1	1	1	1	1	1	2	1	2	1	1	2
none	24051	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	2406	1	0	1	1	1	2	1	2	2	0	0	0	1	0
none	24068	1	1	1	1	1	1	1	1	1	0	1	0	1	0
none	24073	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24077	0	0	0	1	0	0	0	0	0	0	0	0	0	1
none	24079	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24085	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	24087	1	1	1	1	1	1	1	1	1	3	3	2	9	5
none	24091	1	1	1	1	1	1	1	1	1	1	0	2	1	1
none	24099	2	1	1	1	1	1	1	1	1	1	1	1	2	1
none	24102	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	24103	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	24105	1	1	1	1	0	1	2	1	1	0	0	0	2	1
none	24107	3	2	3	3	3	3	3	3	3	1	1	0	2	3
none	2411	1	1	1	1	1	1	1	1	1	2	1	2	2	2
none	24110	4	6	5	4	4	5	7	5	5	6	3	2	4	6
none	24112	1	0	1	1	1	1	1	1	1	1	1	0	1	1
none	24118	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24121	1	1	1	2	1	1	1	1	1	1	1	1	1	1
none	24123	0	0	0	1	0	0	0	1	0	1	0	0	0	0
none	24124	0	0	1	0	0	0	0	0	0	1	1	0	1	1
none	24127	2	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24129	1	1	1	1	1	1	1	1	1	1	0	1	1	2
none	24130	0	0	1	1	1	1	1	0	0	0	0	1	0	0
none	24131	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24132	1	0	1	1	1	1	1	1	1	0	0	0	2	0
none	24134	10	2	4	4	6	4	7	4	4	0	0	0	0	1
none	24136	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	24138	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24152	1	1	1	1	1	2	1	1	1	1	1	1	0	1
none	24153	1	0	1	1	1	2	2	1	1	0	0	0	0	1
none	2416	1	0	0	0	0	0	0	0	0	0	0	0	0	1
none	24162	2	0	1	1	1	1	1	1	1	1	1	1	2	1
none	24171	1	2	1	1	1	2	2	1	1	1	1	1	1	1
none	24172	1	1	1	1	1	1	1	1	1	1	0	1	2	1
none	24174	0	0	0	1	0	0	0	0	0	0	1	2	0	1
none	24176	2	1	2	1	1	1	1	1	1	1	1	0	1	1
none	24179	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2418	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24181	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24184	3	1	1	3	1	2	2	2	2	1	1	1	1	1
none	24195	2	1	1	2	1	1	1	1	1	1	1	1	1	1
none	24197	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24200	2	1	1	1	1	1	1	1	1	1	1	2	1	1
none	24209	0	1	0	1	0	1	1	1	1	0	0	1	0	0
none	24211	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24215	1	1	1	1	1	1	1	1	1	2	1	1	1	1
none	24224.1.1	2	1	2	2	4	2	2	2	2	1	1	1	1	1
none	24224.1.2	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	24224.2	4	3	3	3	3	4	3	3	3	1	1	1	3	4
none	24230	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24231	1	0	1	1	1	1	1	1	1	1	0	1	1	1
none	24233	1	0	1	0	0	0	1	0	0	0	0	0	1	0
none	24236	0	0	1	0	0	1	0	1	0	1	1	1	1	1
none	24237	1	0	1	1	1	1	1	1	1	1	0	1	1	1
none	24239	1	1	1	1	1	1	1	1	1	2	2	2	2	4
none	2424	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24244	1	1	1	1	1	1	1	1	2	1	1	1	1	1
none	24250	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	24255	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24257	1	0	1	1	1	1	1	2	1	1	1	1	1	1
none	24265	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24275	1	0	1	1	1	1	3	1	1	1	1	1	1	1
none	24284	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24285	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24287	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24290	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24293	1	1	1	1	1	2	1	1	1	1	1	1	1	1
none	2430	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	24303	1	0	1	1	2	1	1	1	1	1	0	1	2	1
none	24307	1	1	1	1	1	1	1	1	1	1	1	1	0	2
none	24316	1	2	1	1	2	1	1	1	1	1	2	2	2	1
none	24317	0	0	0	1	1	0	1	1	0	1	0	0	0	0
none	24319	2	3	1	1	1	1	1	1	2	1	1	1	1	1
none	24324	1	1	1	2	1	1	1	1	1	1	1	1	1	1
none	24329	0	2	1	1	1	1	1	1	1	0	0	1	0	0
none	2433	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24331	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	24333	1	1	1	1	1	1	1	1	1	1	1	2	1	4
none	24338	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24347	1	2	1	1	1	1	2	1	1	1	1	1	1	2
none	2435	1	1	1	1	2	1	1	1	1	1	0	1	1	1
none	24351	1	1	1	1	1	1	1	1	1	2	1	1	1	1
none	24357	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24358	1	0	1	1	1	1	1	1	1	0	0	1	0	0
none	24361	1	1	1	1	1	1	1	1	1	0	0	0	1	1
none	24363	0	1	1	1	0	0	1	1	0	0	0	0	0	1
none	24364	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24373	1	1	1	0	0	1	0	0	1	1	1	1	1	1
none	24376	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2438	0	1	1	1	1	1	1	1	1	1	0	1	1	1
none	24384	1	3	1	1	1	1	1	1	1	1	0	1	1	2
none	24394	1	1	1	0	0	0	0	0	1	1	1	1	1	1
none	24395	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24396	1	1	1	2	1	1	1	1	1	2	2	1	3	3
none	24397.1	0	0	2	2	2	2	2	3	3	0	0	1	0	0
none	24397.2	1	1	1	1	1	1	1	1	1	1	2	3	1	1
none	24401	0	1	0	0	1	1	0	2	1	1	0	0	0	0
none	24405	5	8	5	6	5	6	5	7	5	5	4	6	5	7
none	24411	1	1	1	1	0	1	1	1	1	0	0	0	0	1
none	24412	1	1	1	1	1	4	2	1	1	1	1	1	3	2
none	24414	1	3	2	2	2	1	2	2	1	1	1	1	1	2
none	2442	1	3	1	1	1	1	1	1	1	1	1	1	1	1
none	24421	0	0	1	1	1	1	1	1	1	0	0	1	1	1
none	24426	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	2443	1	0	1	1	1	1	1	1	1	1	1	1	2	2
none	24434.1.1	1	1	1	1	1	1	1	1	1	1	0	0	2	1
none	24434.1.2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
none	24434.2	1	1	1	1	1	1	1	1	1	1	1	1	2	0
none	24436	1	0	1	1	1	0	1	1	1	0	1	1	1	0
none	24437	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24440	1	2	1	1	1	1	1	1	1	1	1	1	1	0
none	24441.1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
none	24441.2	0	1	0	0	0	0	0	0	0	1	0	0	0	0
none	24442	1	0	1	1	1	1	1	1	1	2	1	1	1	3
none	24444	1	0	1	1	1	1	2	1	1	1	1	0	2	2
none	24448	0	0	0	1	0	0	0	1	0	0	0	0	0	1
none	24453	1	1	2	1	1	1	1	1	1	1	1	1	1	1
none	24465	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24475.1	6	2	2	2	2	2	2	2	2	1	1	1	1	1
none	24475.2	2	2	2	2	2	2	2	2	2	3	3	2	9	4
none	24477	0	0	1	1	1	1	3	1	1	0	0	0	1	0
none	24482	1	0	1	1	1	1	1	1	1	1	2	1	2	2
none	24483	1	1	1	2	3	1	1	1	1	1	1	1	1	1
none	24488	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2449	0	0	0	0	0	0	0	0	1	1	0	0	0	4
none	24492	0	0	1	1	1	1	1	1	1	1	1	0	1	1
none	2450	1	0	1	1	1	1	1	2	1	2	1	1	1	1
none	24500	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	24508	2	0	0	0	0	0	0	0	0	0	0	0	2	1
none	24509	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2451	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24510	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24514	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2452	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24520	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	24521	1	0	1	1	1	1	1	1	1	1	1	1	2	0
none	24526	1	1	1	1	1	1	1	1	1	2	2	1	4	2
none	24529	1	2	3	3	3	2	3	2	2	1	1	1	1	1
none	24533	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24534	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	24538	0	0	0	0	3	0	0	0	0	0	0	1	0	0
none	24543	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24545	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24547	1	0	1	1	1	1	1	1	1	1	2	1	1	1
none	24555	2	1	1	1	1	1	1	1	1	1	1	1	0	1
none	24557	1	1	1	0	1	1	1	1	1	1	0	1	0	1
none	24558	1	1	1	1	1	1	1	1	1	1	1	1	1	4
none	24559	3	3	2	2	6	2	2	2	2	1	1	1	1	2
none	2456	1	0	1	1	1	1	1	1	1	1	0	0	2	1
none	24562	1	2	1	0	0	1	0	0	0	1	1	1	2	1
none	24563	1	0	1	1	1	1	1	1	1	1	1	1	1	0
none	24572	1	1	1	1	1	1	1	1	1	1	1	1	0	0
none	24573	1	1	1	2	1	1	1	1	1	1	1	1	1	1
none	24574	1	2	1	1	1	1	1	1	1	1	1	2	1	1
none	24579	1	2	1	1	1	1	1	3	3	1	1	1	1	1
none	2458	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	24581	1	1	1	3	1	1	1	1	1	1	1	1	2	2
none	24582	1	0	1	1	1	2	1	1	1	1	1	1	0	1
none	24584	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24588	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24589.1	1	0	1	1	1	1	1	1	1	1	0	0	0	0
none	24589.2	0	1	0	0	0	0	0	0	0	1	1	1	4	3
none	24592	1	1	1	1	2	2	1	1	1	1	1	0	1	6
none	24595	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24597	0	1	1	1	1	0	1	0	1	0	0	1	0	0
none	24606	2	2	4	6	3	3	3	3	4	1	1	1	1	1
none	24611	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24617	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2462	1	2	1	1	1	1	1	2	3	1	1	1	2	1
none	24621	1	1	1	0	1	1	1	1	1	0	0	1	0	0
none	24624	0	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24625	3	1	1	2	5	1	1	1	1	1	1	1	1	2
none	24626	1	1	1	1	1	1	1	1	1	1	1	2	2	2
none	24628	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2463	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24630	1	3	1	1	1	1	1	1	2	2	1	2	1	0
none	24631	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	24633	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	24635	1	1	1	2	1	1	1	1	1	1	1	1	1	0
none	24645	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24646	1	1	1	1	1	1	1	1	1	2	2	1	0	1
none	24647	1	1	1	1	1	1	1	1	1	1	1	2	2	2
none	24655	2	1	1	1	1	1	1	1	1	0	1	0	0	1
none	24656	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24659	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	2466	1	0	1	1	1	3	1	1	1	1	0	1	1	1
none	24661	2	1	1	1	1	2	2	1	1	1	1	1	2	1
none	24662	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	24663	2	1	1	1	1	1	1	1	1	1	1	2	1	2
none	24668	0	0	1	1	1	1	1	1	1	1	2	1	1	1
none	24670	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24676	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	24680	1	0	0	0	0	0	0	0	0	1	1	1	0	1
none	24683	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24684	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24685.1.1	19	2	9	9	7	8	7	5	5	4	3	2	7	6
none	24685.1.2	0	0	0	0	0	0	0	1	1	5	4	3	4	5
none	24685.2	5	1	8	9	9	6	14	5	8	3	3	3	3	3
none	2469	1	1	1	3	1	1	1	1	1	1	1	1	1	1
none	24694	1	1	1	0	0	1	0	0	0	1	1	1	1	1
none	24698	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	24703	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	24704	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24707.1	4	3	5	6	5	5	4	7	6	0	1	1	1	2
none	24707.2	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	24708	1	1	1	1	1	1	1	1	1	1	0	1	2	1
none	24709	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24715	1	1	1	1	1	1	1	1	1	1	1	1	0	12
none	24716	1	1	1	1	1	1	1	1	2	0	0	0	2	4
none	24719	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	2472	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24725	1	0	0	0	0	0	0	0	0	2	1	2	2	1
none	24728	2	2	2	2	2	2	2	2	2	3	3	1	2	2
none	24731	1	1	1	1	1	2	1	1	1	1	1	0	1	1
none	24732	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	24737	1	0	1	1	1	1	1	1	1	1	0	0	1	1
none	24738	1	1	1	1	1	1	1	2	1	1	1	1	1	1
none	24739	1	2	1	1	1	1	1	1	1	2	3	2	2	2
none	2474	1	1	1	1	1	1	1	1	1	0	0	0	1	1
none	24743	1	1	1	1	2	1	1	1	1	1	1	1	1	2
none	24744	1	0	0	0	0	0	0	0	0	0	0	0	0	1
none	24749.1	2	1	1	1	1	1	2	1	1	1	1	1	2	1
none	24749.2.1	1	1	1	3	1	1	1	1	1	1	2	1	1	2
none	24749.2.2.1.1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	24749.2.2.1.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24749.2.2.2.1	1	1	1	2	1	1	1	1	1	1	1	1	2	2
none	24749.2.2.2.2	3	2	2	2	2	2	2	2	2	1	1	1	1	1
none	24751	1	1	1	1	1	1	1	1	1	1	1	0	2	1
none	24753	1	1	1	1	1	3	1	1	2	1	1	1	1	2
none	24755	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24756.1.1	8	3	6	7	5	6	4	5	5	1	1	1	1	2
none	24756.1.1	8	3	6	7	5	6	4	5	5	1	1	1	1	2
none	24756.1.2.1	1	1	1	1	1	1	1	1	1	1	0	0	1	1
none	24756.1.2.2	1	1	1	1	1	1	1	1	1	1	1	0	2	2
none	24756.2	1	0	0	0	0	0	0	0	0	3	3	1	4	5
none	24757	0	1	2	1	2	1	1	2	2	1	1	1	1	1
none	24759	1	1	1	1	1	1	0	1	1	2	1	1	1	1
none	24764	2	1	1	1	1	1	1	1	1	1	1	1	2	2
none	24765.1	5	2	3	3	6	6	4	2	2	1	2	1	1	1
none	24765.2	1	1	1	1	2	1	1	1	1	2	1	1	1	1
none	24767	1	1	1	1	1	1	0	0	1	1	1	1	1	1
none	24768	1	1	1	1	1	1	2	2	1	1	1	2	0	1
none	24775	1	2	1	1	1	1	1	1	1	1	1	1	1	16
none	24778	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24779	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24781	1	1	1	1	1	1	1	1	1	1	0	1	2	1
none	24782	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24783	2	1	1	1	1	1	1	1	1	1	1	1	0	1
none	24786	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	24792	2	1	0	0	0	0	0	0	0	1	0	0	0	1
none	2480	0	0	1	0	0	0	0	0	0	1	1	0	1	1
none	24800	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	24808	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	2481	1	1	2	1	1	1	1	2	2	1	1	1	1	1
none	24819.1.1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
none	24819.1.2.1	1	1	2	2	1	1	1	1	1	1	2	2	1	1
none	24819.1.2.2.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24819.1.2.2.2	2	2	1	1	1	1	1	1	1	1	2	1	1	1
none	24819.2	1	1	1	1	1	1	1	1	1	2	1	1	2	3
none	24820	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	24823	1	1	1	1	1	1	1	1	1	1	1	1	2	4
none	24824	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	24825	1	1	2	3	2	2	2	2	2	1	1	3	1	1
none	24832	1	1	1	1	1	1	1	1	1	2	4	2	1	3
none	24833	1	0	1	0	0	1	1	0	1	1	1	1	1	1
none	24834	1	0	1	1	1	1	1	1	1	1	0	0	1	1
none	24835	1	1	0	0	0	0	1	0	0	1	1	0	1	1
none	24837	2	1	1	1	3	1	2	2	2	1	1	1	1	1
none	24838	1	1	1	2	1	1	1	1	1	1	1	0	1	1
none	24842	1	1	1	1	1	1	1	1	1	1	1	0	2	1
none	24843	1	0	1	1	1	1	1	1	1	1	1	1	1	2
none	24847	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	24851	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24853	1	1	1	2	1	4	1	1	1	1	0	0	2	1
none	24854	1	2	1	1	1	1	1	2	1	1	1	1	1	1
none	24865	1	2	1	1	1	2	1	2	1	1	1	1	1	1
none	24872	1	1	1	1	1	1	1	1	1	1	1	2	2	2
none	24874	1	3	1	1	1	1	1	1	1	1	2	2	2	2
none	24876	0	0	0	0	0	0	1	0	0	0	0	0	1	0
none	24877	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24879	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24881	2	1	2	1	1	2	1	1	1	2	1	2	1	4
none	24883	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	24884	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	24885	1	1	0	0	0	0	0	0	0	0	0	0	0	1
none	24886	0	1	1	1	1	1	1	2	2	0	1	1	1	0
none	24887	1	1	1	1	1	1	1	1	1	1	0	1	1	1
